aqi,co,co_8hr,county,latitude,longitude,no,no2,nox,o3,o3_8hr,pm10,pm10_avg,pm2.5,pm2.5_avg,pollutant,publish_time,publishtime,site_name,siteid,sitename,so2,so2_avg,status,wind_direc,wind_speed
87,0.34,0.4,南投縣,23.756389,120.677306,2.6,15,17.7,1,10,34,37,23,25.7,細懸浮微粒,,2026/04/02 03:00:00,,69,竹山,1.2,1,普通,242,0.3
44,0.2,0.2,新北市,25.017,121.516306,0.7,5,6.6,54,48,13,13,6,7.5,,,2026/04/02 03:00:00,,70,永和,1,1,良好,103,1.3
96,0.35,0.5,高雄市,22.608711,120.312017,1.5,14,15.9,12,17,51,44,34,28.9,細懸浮微粒,,2026/04/02 03:00:00,,71,復興,0.7,0,普通,285,1.1
83,0.28,0.3,南投縣,23.968842,120.967903,1.5,7,8.5,3,13,28,31,24,24.2,細懸浮微粒,,2026/04/02 03:00:00,,72,埔里,0.9,1,普通,335,0.6
80,,,連江縣,26.153736,119.952724,0.2,4,4.6,60,64,11,12,7,7.2,臭氧八小時,,2026/04/02 03:00:00,,75,馬祖,0.7,0,普通,347,1.2
54,0.34,0.2,金門縣,24.432133,118.312256,1,7,8.4,52,56,15,14,11,8.7,臭氧八小時,,2026/04/02 03:00:00,,77,金門,0.9,0,普通,40,1.8
46,0.27,0.2,澎湖縣,23.569031,119.566158,0.4,2,3.1,52,50,12,17,9,9.3,,,2026/04/02 03:00:00,,78,馬公,0.4,0,良好,25,4.4
45,0.23,0.2,臺東縣,23.045083,121.161933,0.8,1,2.5,49,49,9,10,9,7.4,,,2026/04/02 03:00:00,,80,關山,0.8,0,良好,55,1.6
45,0.31,0.5,雲林縣,23.753506,120.251825,0.7,8,9.3,24,27,28,27,8,11.1,,,2026/04/02 03:00:00,,83,麥寮,1.9,2,良好,4,1.8
84,0.15,0.1,新北市,25.29681695,121.53656894,0,1,1.1,64,65,15,21,9,7.1,臭氧八小時,,2026/04/02 03:00:00,,84,富貴角,0.2,0,普通,108,5.3
47,0.28,0.3,彰化縣,23.85493056,120.26964167,2.2,7,10.2,34,33,27,26,14,11.7,,,2026/04/02 03:00:00,,85,大城,2.3,1,良好,161,4.3
53,0.39,0.5,臺中市,24.1589,120.6567111,4.9,15,20.3,15,21,20,21,10,13.3,細懸浮微粒,,2026/04/02 03:00:00,,88,臺灣大道,0.4,0,普通,340,0.4
67,0.37,0.4,彰化縣,23.9615945,120.5631893,1.1,17,18.1,12,18,19,26,11,18.3,細懸浮微粒,,2026/04/02 03:00:00,,139,員林,1.4,1,普通,317,0.9
122,0.57,0.6,臺南市,22.98522502,120.22216042,2.5,29,32.1,2,8,65,55,48,39.2,細懸浮微粒,,2026/04/02 03:00:00,,140,林森,2,0,對敏感族群不健康,102,0.7
69,0.21,0.2,南投縣,23.71867609,120.7944772,0.9,5,6.8,43,41,20,23,15,19,細懸浮微粒,,2026/04/02 03:00:00,,203,南投（鹿谷）,0.9,0,普通,186,0.3
56,0.3,0.2,屏東縣,22.35222,120.37722,0.3,7,8,28,38,30,22,24,14.4,細懸浮微粒,,2026/04/02 03:00:00,,204,屏東（琉球）,0.7,0,普通,330,1.9
42,0.24,0.3,新北市,24.94902778,121.38352778,0.6,8,9,45,45,12,11,7,8,,,2026/04/02 03:00:00,,311,新北（樹林）,0,0,良好,131,0.7
50,0.22,0.2,屏東縣,22.260899,120.651472,0,1,1.4,56,54,12,17,1,5.2,,,2026/04/02 03:00:00,,313,屏東（枋山）,0,1,良好,94,7.5
33,0.22,0.2,基隆市,25.129167,121.760056,0.8,4,4.9,22,36,11,10,10,7.9,,,2026/04/02 04:00:00,,1,基隆,0.8,1,良好,321,0.3
31,0.2,0.2,新北市,25.06624,121.64081,0.8,11,12.1,23,33,12,12,10,6.5,,,2026/04/02 04:00:00,,2,汐止,1.6,1,良好,49,1.2
42,0.2,0.2,新北市,24.977222,121.537778,0.4,6,7,38,45,11,13,10,8.2,,,2026/04/02 04:00:00,,4,新店,0.7,0,良好,110,1.5
41,0.23,0.2,新北市,24.982528,121.451861,0.6,4,4.6,41,44,10,11,4,5.1,,,2026/04/02 04:00:00,,5,土城,0.6,0,良好,31,1.4
45,0.22,0.2,新北市,25.012972,121.458667,0.5,6,6.7,47,49,12,12,7,7.9,,,2026/04/02 04:00:00,,6,板橋,1.6,1,良好,142,1.5
54,0.16,0.2,新北市,25.037972,121.4325,0.2,5,5.4,60,56,21,19,7,7.7,臭氧八小時,,2026/04/02 04:00:00,,7,新莊,0.4,0,普通,65,1.9
45,0.26,0.3,新北市,25.06895,121.481028,0.1,9,10,41,49,20,14,11,7.5,,,2026/04/02 04:00:00,,8,菜寮,0.9,0,良好,88,1.7
49,0.21,0.2,新北市,25.07798949,121.36548982,0,4,5,55,53,11,14,8,6.8,,,2026/04/02 04:00:00,,9,林口,1.1,1,良好,63,0.3
33,0.21,0.3,新北市,25.1645,121.449239,1,9,10.6,38,36,14,12,7,8.2,,,2026/04/02 04:00:00,,10,淡水,1.2,1,良好,,
58,0.18,0.2,臺北市,25.10334003,121.51666356,0.6,4,5.2,58,57,11,12,6,6.1,臭氧八小時,,2026/04/02 04:00:00,,11,士林,2,1,普通,144,2.3
40,0.26,0.3,臺北市,25.062361,121.526528,0.5,10,11.3,36,43,21,18,11,9.8,,,2026/04/02 04:00:00,,12,中山,1.2,0,良好,101,1.7
45,0.23,0.2,臺北市,25.046503,121.507972,1.3,8,9.6,50,49,11,11,6,5.8,,,2026/04/02 04:00:00,,13,萬華,0.8,1,良好,102,1.4
47,0.17,0.2,臺北市,25.020608,121.529556,0.5,3,3.5,55,51,15,11,8,5.6,,,2026/04/02 04:00:00,,14,古亭,1.1,1,良好,66,1
36,0.21,0.2,臺北市,25.05,121.578611,0.7,9,10.1,35,39,20,16,9,8.7,,,2026/04/02 04:00:00,,15,松山,0.9,0,良好,65,1.6
33,0.27,0.5,臺北市,25.06331455,121.51342074,0.8,13,13.9,35,35,18,13,11,8.2,,,2026/04/02 04:00:00,,16,大同,1.4,1,良好,-,-
49,0.19,0.2,桃園市,24.9947107,121.30500531,1.2,6,7.4,56,53,12,10,3,2.4,,,2026/04/02 04:00:00,,17,桃園,1,1,良好,61,2.7
36,0.21,0.3,桃園市,25.06100357,121.20251473,0.4,10,10.8,52,39,12,13,10,6.9,,,2026/04/02 04:00:00,,18,大園,2.3,1,良好,100,4.6
43,0.2,0.2,桃園市,25.03556747,121.08283092,1.3,10,11.4,51,46,9,8,10,7.5,,,2026/04/02 04:00:00,,19,觀音,6.2,1,良好,85,2.8
48,0.2,0.2,桃園市,24.952786,121.203986,,,,56,52,17,15,7,7,,,2026/04/02 04:00:00,,20,平鎮,0.5,0,良好,86,2.6
44,0.2,0.2,桃園市,24.86400048,121.21645772,1.1,7,8.6,48,47,16,16,8,8.4,,,2026/04/02 04:00:00,,21,龍潭,1.1,0,良好,45,3.1
47,0.21,0.2,新竹縣,24.90009696,121.03886894,0,6,6.2,55,51,17,14,6,4.9,,,2026/04/02 04:00:00,,22,湖口,1.4,1,良好,57,4.1
34,0.24,0.2,新竹縣,24.74091408,121.08895493,0.8,4,5.5,40,37,9,10,4,4.7,,,2026/04/02 04:00:00,,23,竹東,1.1,1,良好,152,1.6
46,0.23,0.2,新竹市,24.8056356,120.97236752,0.7,6,7.5,54,50,13,11,6,3.4,,,2026/04/02 04:00:00,,24,新竹,1.3,1,良好,48,2.2
35,0.27,0.3,苗栗縣,24.69690679,120.89869286,0.6,12,13.3,39,38,16,12,10,8.5,,,2026/04/02 04:00:00,,25,頭份,1.7,1,良好,59,2.3
31,0.24,0.3,苗栗縣,24.56499183,120.82011468,0.6,5,6.2,41,34,7,8,6,4.8,,,2026/04/02 04:00:00,,26,苗栗,1.9,1,良好,5,1.3
21,0.27,0.2,苗栗縣,24.38248443,120.75956754,0.2,4,4.6,16,23,7,10,7,5,,,2026/04/02 04:00:00,,27,三義,0.6,1,良好,14,3.1
55,0.25,0.2,臺中市,24.25699731,120.74252414,0.6,8,9.3,8,31,23,18,13,13.9,細懸浮微粒,,2026/04/02 04:00:00,,28,豐原,0.9,1,普通,41,1.4
37,0.28,0.3,臺中市,24.225628,120.568794,1,8,9.9,20,23,18,17,12,9.2,,,2026/04/02 04:00:00,,29,沙鹿,1.1,0,良好,29,3
64,0.45,0.4,臺中市,24.09961111,120.67844444,0.1,14,15,8,10,22,26,23,17.1,細懸浮微粒,,2026/04/02 04:00:00,,30,大里,1.3,0,普通,243,1.2
54,0.32,0.3,臺中市,24.151958,120.641092,1.1,13,14.2,13,22,18,19,15,13.5,細懸浮微粒,,2026/04/02 04:00:00,,31,忠明,1.7,1,普通,30,1.1
40,0.31,0.3,臺中市,24.162197,120.616917,0.5,15,16.4,12,24,21,19,11,9.8,,,2026/04/02 04:00:00,,32,西屯,1.8,1,良好,24,1.6
40,0.28,0.3,彰化縣,24.066,120.541519,1.3,15,16.7,11,19,20,19,9,9.9,,,2026/04/02 04:00:00,,33,彰化,0.5,0,良好,18,1.5
32,0.28,0.3,彰化縣,24.131672,120.469061,0.9,8,9.5,31,30,8,14,8,7.9,,,2026/04/02 04:00:00,,34,線西,1,1,良好,46,4.4
51,0.33,0.3,彰化縣,23.925175,120.409653,0.6,6,7.6,21,27,19,23,13,12.5,細懸浮微粒,,2026/04/02 04:00:00,,35,二林,1.4,1,普通,357,2.2
75,0.41,0.4,南投縣,23.913,120.685306,1.5,10,12.1,2,10,31,30,23,21.2,細懸浮微粒,,2026/04/02 04:00:00,,36,南投,0.6,0,普通,72,0.6
87,0.4,0.4,雲林縣,23.711853,120.544994,0.8,17,18,8,13,38,42,22,25.5,細懸浮微粒,,2026/04/02 04:00:00,,37,斗六,1.5,1,普通,334,1.6
62,0.57,0.4,雲林縣,23.757547,120.348742,0.4,11,11.7,15,22,30,28,21,16.6,細懸浮微粒,,2026/04/02 04:00:00,,38,崙背,2,1,普通,301,0.8
68,0.4,0.4,嘉義縣,23.554839,120.345531,1,9,10.4,15,19,25,28,16,18.7,細懸浮微粒,,2026/04/02 04:00:00,,39,新港,1.3,1,普通,293,1.2
63,0.35,0.4,嘉義縣,23.46538,120.2478,1.2,11,12.7,13,17,27,30,16,17,細懸浮微粒,,2026/04/02 04:00:00,,40,朴子,1.3,1,普通,333,0.5
37,0.3,0.3,雲林縣,23.702175,120.19933333,0.8,7,7.8,34,33,25,22,8,8.1,,,2026/04/02 04:00:00,,41,臺西,1.6,1,良好,18,4
110,0.5,0.4,嘉義市,23.46477865,120.44125148,1,21,22.8,0,9,50,49,39,34.1,細懸浮微粒,,2026/04/02 04:00:00,,42,嘉義,2.9,1,對敏感族群不健康,346,0.4
79,0.37,0.5,臺南市,23.305633,120.31725,2.4,13,16,10,12,31,38,23,22.7,細懸浮微粒,,2026/04/02 04:00:00,,43,新營,1,0,普通,12,1
97,0.53,0.5,臺南市,23.11337642,120.29740529,1.1,16,17.5,2,7,47,52,29,29.3,細懸浮微粒,,2026/04/02 04:00:00,,44,善化,0.9,0,普通,350,1.2
106,0.56,0.5,臺南市,23.048197,120.2175,1.5,21,22.5,3,9,56,50,34,32.7,細懸浮微粒,,2026/04/02 04:00:00,,45,安南,2,1,對敏感族群不健康,307,1.6
115,0.53,0.5,臺南市,22.98928311,120.21947897,1,28,29.4,3,7,69,61,41,36.2,細懸浮微粒,,2026/04/02 04:00:00,,46,臺南,1.2,0,對敏感族群不健康,359,1.6
69,0.26,0.2,高雄市,22.883583,120.530542,0.3,5,5.4,14,19,28,27,20,18.9,細懸浮微粒,,2026/04/02 04:00:00,,47,美濃,0.8,0,普通,59,0.5
108,0.28,0.3,高雄市,22.757506,120.305689,0.6,11,12.2,7,16,38,45,30,33.4,細懸浮微粒,,2026/04/02 04:00:00,,48,橋頭,0.8,0,對敏感族群不健康,25,0.7
106,0.33,0.3,高雄市,22.689056,120.332631,1.2,14,15.3,9,16,47,42,36,32.4,細懸浮微粒,,2026/04/02 04:00:00,,49,仁武,1.7,1,對敏感族群不健康,348,1
96,0.36,0.4,高雄市,22.628126,120.357422,0.7,16,17.3,7,14,43,41,34,28.8,細懸浮微粒,,2026/04/02 04:00:00,,50,鳳山,1.8,1,普通,148,0.3
106,0.27,0.2,高雄市,22.56413611,120.425311,1,9,10.7,12,14,47,49,32,32.4,細懸浮微粒,,2026/04/02 04:00:00,,51,大寮,4.3,1,對敏感族群不健康,331,0.8
82,0.28,0.2,高雄市,22.4795,120.41175,1.1,8,9.3,12,25,44,38,29,23.7,細懸浮微粒,,2026/04/02 04:00:00,,52,林園,4.7,,普通,29,1.1
89,0.26,0.2,高雄市,22.733667,120.328289,0.4,10,10.6,12,17,45,44,25,26.3,細懸浮微粒,,2026/04/02 04:00:00,,53,楠梓,0.9,0,普通,46,0.7
106,0.46,0.4,高雄市,22.674861,120.292917,0.7,14,15,8,17,61,46,41,32.5,細懸浮微粒,,2026/04/02 04:00:00,,54,左營,1.3,0,對敏感族群不健康,311,1.1
103,0.44,0.4,高雄市,22.63390278,120.28676111,0.4,18,19.3,8,13,63,53,39,31.5,細懸浮微粒,,2026/04/02 04:00:00,,56,前金,1,0,對敏感族群不健康,352,2.2
100,0.38,0.4,高雄市,22.6044507,120.30833356,1.5,13,15.2,11,15,50,43,34,30.3,細懸浮微粒,,2026/04/02 04:00:00,,57,前鎮,0.9,1,普通,357,1.3
99,0.36,0.3,高雄市,22.565833,120.337736,0.9,17,18.5,11,12,45,45,31,30.2,細懸浮微粒,,2026/04/02 04:00:00,,58,小港,1.5,2,普通,65,1.1
89,0.26,0.3,屏東縣,22.673081,120.488033,0.5,8,9,13,15,39,41,29,26.3,細懸浮微粒,,2026/04/02 04:00:00,,59,屏東,1.4,1,普通,36,1.1
84,0.28,0.2,屏東縣,22.523108,120.561175,0.5,9,10.4,5,11,41,38,29,24.7,細懸浮微粒,,2026/04/02 04:00:00,,60,潮州,0.4,0,普通,72,0.9
51,0.24,0.2,屏東縣,21.958069,120.788928,0,1,1.9,56,55,18,17,7,9.4,臭氧八小時,,2026/04/02 04:00:00,,61,恆春,0.4,0,普通,39,8.6
47,0.23,0.2,臺東縣,22.755358,121.15045,0.3,1,2.1,46,51,13,18,7,9.1,,,2026/04/02 04:00:00,,62,臺東,0.8,0,良好,316,1.4
47,0.27,0.2,花蓮縣,23.971306,121.599769,0.4,1,2.3,40,51,17,18,8,6.2,,,2026/04/02 04:00:00,,63,花蓮,0.8,1,良好,235,1.4
61,0.21,0.2,臺北市,25.182722,121.529583,0.8,1,1.9,63,58,14,13,5,6.2,臭氧八小時,,2026/04/02 04:00:00,,64,陽明,0.9,0,普通,,
40,0.23,0.2,宜蘭縣,24.747917,121.746394,0.3,1,2.2,35,43,12,10,6,5.4,,,2026/04/02 04:00:00,,65,宜蘭,0.8,0,良好,340,1.3
47,0.23,0.2,宜蘭縣,24.632203,121.792928,0.4,4,4.6,42,51,14,13,11,7.8,,,2026/04/02 04:00:00,,66,冬山,1.5,0,良好,241,0.9
43,0.31,0.5,新北市,25.072611,121.493806,13.8,18,32.4,31,33,25,19,10,8.8,,,2026/04/02 04:00:00,,67,三重,1.1,1,良好,-,-
39,0.22,0.4,桃園市,24.953278,121.221667,0.8,6,7.2,52,42,19,17,9,8.1,,,2026/04/02 04:00:00,,68,中壢,1.3,0,良好,314,0.8
89,0.34,0.4,南投縣,23.756389,120.677306,3.3,14,17.9,0,7,36,37,27,26.4,細懸浮微粒,,2026/04/02 04:00:00,,69,竹山,1.1,1,普通,352,0.3
45,0.19,0.2,新北市,25.017,121.516306,0.8,5,6.5,53,49,22,14,6,7.1,,,2026/04/02 04:00:00,,70,永和,1.1,1,良好,99,1.3
98,0.38,0.4,高雄市,22.608711,120.312017,1.2,14,16,11,16,47,45,32,29.6,細懸浮微粒,,2026/04/02 04:00:00,,71,復興,0.8,0,普通,293,0.9
78,0.28,0.3,南投縣,23.968842,120.967903,1.9,7,9.2,1,10,25,30,17,22.5,細懸浮微粒,,2026/04/02 04:00:00,,72,埔里,0.9,1,普通,254,0.6
77,,,連江縣,26.153736,119.952724,0.2,3,3.8,57,63,15,12,5,6.7,臭氧八小時,,2026/04/02 04:00:00,,75,馬祖,0.7,0,普通,327,0.8
51,0.3,0.2,金門縣,24.432133,118.312256,1,6,7.6,51,55,16,14,12,9.5,臭氧八小時,,2026/04/02 04:00:00,,77,金門,0.8,0,普通,21,1.3
46,0.26,0.2,澎湖縣,23.569031,119.566158,0.3,2,3,54,50,18,16,10,9.5,,,2026/04/02 04:00:00,,78,馬公,0.6,0,良好,28,4.9
45,0.23,0.2,臺東縣,23.045083,121.161933,0.7,1,2.3,49,49,6,10,10,7.7,,,2026/04/02 04:00:00,,80,關山,0.7,0,良好,45,1.9
47,0.31,0.4,雲林縣,23.753506,120.251825,0.9,11,12.1,22,25,31,28,13,11.3,,,2026/04/02 04:00:00,,83,麥寮,2.1,2,良好,357,2.4
80,0.15,0.1,新北市,25.29681695,121.53656894,0,1,1.2,62,64,22,21,7,7.3,臭氧八小時,,2026/04/02 04:00:00,,84,富貴角,0.2,0,普通,111,5.1
45,0.27,0.3,彰化縣,23.85493056,120.26964167,2.2,5,7.4,38,33,29,27,10,11.2,,,2026/04/02 04:00:00,,85,大城,1.6,1,良好,67,4.5
52,0.34,0.4,臺中市,24.1589,120.6567111,1.7,13,15.2,13,20,20,20,11,12.7,細懸浮微粒,,2026/04/02 04:00:00,,88,臺灣大道,0.7,0,普通,324,0.3
61,0.35,0.4,彰化縣,23.9615945,120.5631893,1.2,14,15.3,11,17,18,23,15,16.2,細懸浮微粒,,2026/04/02 04:00:00,,139,員林,1.1,1,普通,321,0.8
127,0.54,0.6,臺南市,22.98522502,120.22216042,2.1,25,27.6,4,7,62,57,46,41.1,細懸浮微粒,,2026/04/02 04:00:00,,140,林森,1.9,0,對敏感族群不健康,99,0.7
64,0.2,0.2,南投縣,23.71867609,120.7944772,0.8,5,6.2,40,42,21,22,11,17.4,細懸浮微粒,,2026/04/02 04:00:00,,203,南投（鹿谷）,1,0,普通,179,0.3
65,0.32,0.2,屏東縣,22.35222,120.37722,0.4,9,10.2,21,37,36,25,29,17.6,細懸浮微粒,,2026/04/02 04:00:00,,204,屏東（琉球）,0.7,0,普通,23,1.1
42,0.23,0.2,新北市,24.94902778,121.38352778,0.5,7,8,46,45,12,12,7,7.8,,,2026/04/02 04:00:00,,311,新北（樹林）,0,0,良好,146,0.7
54,0.22,0.2,屏東縣,22.260899,120.651472,0,1,1.4,56,56,14,16,5,4.9,臭氧八小時,,2026/04/02 04:00:00,,313,屏東（枋山）,0,0,普通,88,6.5
33,0.21,0.2,基隆市,25.129167,121.760056,0.6,5,5.7,30,33,15,11,8,8.2,,,2026/04/02 05:00:00,,1,基隆,0.9,1,良好,306,0.6
36,0.2,0.2,新北市,25.06624,121.64081,1.1,15,16.9,20,30,14,12,7,6.9,,,2026/04/02 05:00:00,,2,汐止,1.6,1,良好,85,1.3
41,0.19,0.2,新北市,24.977222,121.537778,0.6,4,5.4,42,44,15,13,12,8.9,,,2026/04/02 05:00:00,,4,新店,0.6,0,良好,130,1.7
41,0.23,0.2,新北市,24.982528,121.451861,0.3,3,4.3,43,44,8,10,2,4.4,,,2026/04/02 05:00:00,,5,土城,0.7,0,良好,149,1.1
45,0.23,0.2,新北市,25.012972,121.458667,0.6,6,7,45,49,12,12,7,7.8,,,2026/04/02 05:00:00,,6,板橋,1.7,1,良好,131,1.7
58,0.16,0.2,新北市,25.037972,121.4325,0.4,5,5.6,60,57,21,19,8,7.8,臭氧八小時,,2026/04/02 05:00:00,,7,新莊,0.5,0,普通,65,3.4
44,0.24,0.3,新北市,25.06895,121.481028,0,9,9.2,41,47,18,14,8,7.9,,,2026/04/02 05:00:00,,8,菜寮,0.8,0,良好,91,2.4
50,0.2,0.2,新北市,25.07798949,121.36548982,0.2,4,4.9,56,54,15,13,6,6.6,,,2026/04/02 05:00:00,,9,林口,1,1,良好,85,0.3
35,0.19,0.2,新北市,25.1645,121.449239,0.1,4,4.3,55,38,22,14,6,7.6,,,2026/04/02 05:00:00,,10,淡水,1.2,1,良好,,
61,0.18,0.2,臺北市,25.10334003,121.51666356,0.7,3,4.4,58,58,17,13,8,6.5,臭氧八小時,,2026/04/02 05:00:00,,11,士林,1.8,1,普通,140,1.2
39,0.24,0.3,臺北市,25.062361,121.526528,0.5,9,9.8,39,42,15,18,9,9.5,,,2026/04/02 05:00:00,,12,中山,0.9,0,良好,116,2.1
46,0.21,0.2,臺北市,25.046503,121.507972,1.1,5,6.8,55,50,14,12,6,6,,,2026/04/02 05:00:00,,13,萬華,1,1,良好,91,2.3
48,0.17,0.2,臺北市,25.020608,121.529556,0.3,2,3,57,52,7,11,5,5.7,,,2026/04/02 05:00:00,,14,古亭,1,1,良好,45,1.1
36,0.2,0.2,臺北市,25.05,121.578611,0.7,8,9.2,40,39,16,16,5,8.6,,,2026/04/02 05:00:00,,15,松山,1,0,良好,63,1
35,0.25,0.4,臺北市,25.06331455,121.51342074,1.2,11,12.8,38,36,16,14,9,8.6,,,2026/04/02 05:00:00,,16,大同,1.1,1,良好,-,-
50,0.19,0.2,桃園市,24.9947107,121.30500531,1.2,5,6.6,55,54,10,10,5,2.8,,,2026/04/02 05:00:00,,17,桃園,1.1,1,良好,68,2.3
41,0.19,0.3,桃園市,25.06100357,121.20251473,0.4,8,8.5,56,44,16,14,9,7.5,,,2026/04/02 05:00:00,,18,大園,1.5,1,良好,93,4.2
45,0.19,0.2,桃園市,25.03556747,121.08283092,1.1,7,8.6,52,49,11,9,10,8.8,,,2026/04/02 05:00:00,,19,觀音,1.9,1,良好,89,3.8
50,0.2,0.2,桃園市,24.952786,121.203986,0,5,5.3,58,54,20,14,5,6.7,,,2026/04/02 05:00:00,,20,平鎮,0.6,0,良好,77,2.2
44,0.2,0.2,桃園市,24.86400048,121.21645772,1.2,7,8.6,47,47,22,15,10,8.5,,,2026/04/02 05:00:00,,21,龍潭,1.2,0,良好,53,2.7
49,0.2,0.2,新竹縣,24.90009696,121.03886894,0.1,5,5.8,57,53,16,14,6,5.5,,,2026/04/02 05:00:00,,22,湖口,1.3,1,良好,54,3.8
35,0.25,0.2,新竹縣,24.74091408,121.08895493,0.7,5,5.7,41,38,9,10,7,5.2,,,2026/04/02 05:00:00,,23,竹東,1.1,1,良好,127,2.2
48,0.23,0.2,新竹市,24.8056356,120.97236752,0.4,8,8.8,52,52,12,11,6,4,,,2026/04/02 05:00:00,,24,新竹,1.4,1,良好,66,0.6
36,0.26,0.2,苗栗縣,24.69690679,120.89869286,0.6,11,12.4,41,39,14,13,8,8.6,,,2026/04/02 05:00:00,,25,頭份,1.6,1,良好,57,1.5
33,0.23,0.2,苗栗縣,24.56499183,120.82011468,0.7,5,6.3,43,36,6,7,6,5,,,2026/04/02 05:00:00,,26,苗栗,2.1,1,良好,16,1.8
21,0.27,0.2,苗栗縣,24.38248443,120.75956754,0.1,4,4.6,16,21,11,9,6,5.3,,,2026/04/02 05:00:00,,27,三義,0.6,1,良好,14,3.4
55,0.22,0.2,臺中市,24.25699731,120.74252414,0.5,7,8.2,15,28,14,18,14,13.9,細懸浮微粒,,2026/04/02 05:00:00,,28,豐原,1.1,1,普通,56,1.5
40,0.27,0.3,臺中市,24.225628,120.568794,0.9,8,9.6,22,22,17,18,13,10,,,2026/04/02 05:00:00,,29,沙鹿,1,0,良好,39,2.6
61,0.42,0.4,臺中市,24.09961111,120.67844444,0.6,18,18.8,2,8,25,25,11,16.2,細懸浮微粒,,2026/04/02 05:00:00,,30,大里,1.2,0,普通,125,0.6
52,0.28,0.3,臺中市,24.151958,120.641092,1.1,11,12.6,10,20,22,20,9,13,細懸浮微粒,,2026/04/02 05:00:00,,31,忠明,1.9,1,普通,34,1.4
38,0.27,0.3,臺中市,24.162197,120.616917,0.5,11,11.9,16,22,23,20,8,9.5,,,2026/04/02 05:00:00,,32,西屯,1.2,1,良好,26,1.5
39,0.26,0.3,彰化縣,24.066,120.541519,1.2,13,14.2,17,18,16,18,7,9.6,,,2026/04/02 05:00:00,,33,彰化,0.6,0,良好,23,2.3
29,0.27,0.3,彰化縣,24.131672,120.469061,0.7,5,6.7,35,30,11,12,7,7.3,,,2026/04/02 05:00:00,,34,線西,1.1,1,良好,39,3.7
53,0.75,0.4,彰化縣,23.925175,120.409653,0.7,12,13.6,16,24,31,24,17,13.4,細懸浮微粒,,2026/04/02 05:00:00,,35,二林,3.3,1,普通,28,2.4
76,0.38,0.4,南投縣,23.913,120.685306,2.6,9,12.5,1,8,30,30,24,21.8,細懸浮微粒,,2026/04/02 05:00:00,,36,南投,0.5,0,普通,26,0.9
85,0.38,0.4,雲林縣,23.711853,120.544994,1,16,17.8,6,11,34,41,21,24.8,細懸浮微粒,,2026/04/02 05:00:00,,37,斗六,1.4,1,普通,16,1.3
63,0.52,0.4,雲林縣,23.757547,120.348742,0.3,9,9.7,15,21,29,29,17,16.9,細懸浮微粒,,2026/04/02 05:00:00,,38,崙背,1.9,1,普通,314,1
70,0.61,0.4,嘉義縣,23.554839,120.345531,1,12,13.3,10,18,33,29,20,19.4,細懸浮微粒,,2026/04/02 05:00:00,,39,新港,1.4,1,普通,334,2
66,0.52,0.4,嘉義縣,23.46538,120.2478,1.1,12,13.5,10,16,29,30,20,18,細懸浮微粒,,2026/04/02 05:00:00,,40,朴子,1.6,1,普通,332,0.8
38,0.27,0.3,雲林縣,23.702175,120.19933333,0.9,5,6,38,33,25,23,6,7.5,,,2026/04/02 05:00:00,,41,臺西,1.2,1,良好,17,5.2
109,0.49,0.4,嘉義市,23.46477865,120.44125148,1.1,21,22.1,0,6,47,49,32,33.9,細懸浮微粒,,2026/04/02 05:00:00,,42,嘉義,2.5,1,對敏感族群不健康,357,1.5
78,0.4,0.4,臺南市,23.305633,120.31725,2.2,15,17.8,7,11,38,38,20,22.2,細懸浮微粒,,2026/04/02 05:00:00,,43,新營,1.2,0,普通,350,1.2
94,0.45,0.5,臺南市,23.11337642,120.29740529,0.8,17,18.7,2,6,41,50,22,28.1,細懸浮微粒,,2026/04/02 05:00:00,,44,善化,0.8,0,普通,331,0.9
104,0.46,0.5,臺南市,23.048197,120.2175,0.4,15,15.5,7,8,41,48,27,31.8,細懸浮微粒,,2026/04/02 05:00:00,,45,安南,1.9,1,對敏感族群不健康,336,0.9
113,0.55,0.5,臺南市,22.98928311,120.21947897,2.6,26,29.3,0,6,56,61,29,35.5,細懸浮微粒,,2026/04/02 05:00:00,,46,臺南,1.3,0,對敏感族群不健康,339,1.6
70,0.26,0.2,高雄市,22.883583,120.530542,0.4,5,5.4,14,17,26,28,21,19.4,細懸浮微粒,,2026/04/02 05:00:00,,47,美濃,0.8,0,普通,66,0.4
108,0.27,0.3,高雄市,22.757506,120.305689,0.8,12,13.3,5,13,34,42,30,33.2,細懸浮微粒,,2026/04/02 05:00:00,,48,橋頭,0.6,0,對敏感族群不健康,27,0.7
106,0.3,0.3,高雄市,22.689056,120.332631,1.4,14,15.8,6,14,41,43,29,32.4,細懸浮微粒,,2026/04/02 05:00:00,,49,仁武,1.5,1,對敏感族群不健康,310,0.7
98,0.35,0.3,高雄市,22.628126,120.357422,0.9,14,15.5,6,12,47,43,29,29.6,細懸浮微粒,,2026/04/02 05:00:00,,50,鳳山,1.4,1,普通,232,0.3
110,0.28,0.2,高雄市,22.56413611,120.425311,1,9,10.8,12,13,53,49,39,34,細懸浮微粒,,2026/04/02 05:00:00,,51,大寮,5.7,1,對敏感族群不健康,187,0.2
87,0.27,0.2,高雄市,22.4795,120.41175,1,6,7.3,13,24,42,41,25,25.7,細懸浮微粒,,2026/04/02 05:00:00,,52,林園,4.4,2,普通,24,1.2
