siteid,sitename,monitordate,aqi,o38subindex,o3subindex,pm25subindex,pm10subindex,cosubindex,so2subindex,no2subindex
16,大同,2026-03-10,67,,,59.0,40.0,9.0,12.0,67.0
15,松山,2026-03-10,58,41.0,,56.0,48.0,3.0,6.0,58.0
14,古亭,2026-03-10,52,43.0,,52.0,43.0,2.0,6.0,38.0
13,萬華,2026-03-10,54,42.0,,52.0,42.0,3.0,6.0,54.0
12,中山,2026-03-10,59,41.0,,59.0,50.0,5.0,6.0,57.0
11,士林,2026-03-10,50,46.0,,37.0,38.0,2.0,6.0,50.0
10,淡水,2026-03-10,51,44.0,,51.0,42.0,3.0,6.0,31.0
9,林口,2026-03-10,54,39.0,,44.0,37.0,3.0,6.0,54.0
8,菜寮,2026-03-10,50,44.0,,47.0,38.0,5.0,0.0,50.0
7,新莊,2026-03-10,54,45.0,,54.0,50.0,3.0,0.0,45.0
6,板橋,2026-03-10,58,42.0,,58.0,43.0,3.0,6.0,52.0
5,土城,2026-03-10,43,42.0,,41.0,42.0,3.0,6.0,43.0
4,新店,2026-03-10,45,44.0,,45.0,38.0,3.0,6.0,43.0
2,汐止,2026-03-10,59,39.0,,56.0,43.0,3.0,6.0,59.0
1,基隆,2026-03-10,53,47.0,,53.0,45.0,2.0,6.0,19.0
140,林森,2026-03-09,68,,,64.0,68.0,6.0,12.0,51.0
139,員林,2026-03-09,44,40.0,,44.0,37.0,2.0,6.0,29.0
88,臺灣大道,2026-03-09,54,,,39.0,28.0,5.0,6.0,54.0
85,大城,2026-03-09,53,48.0,,53.0,50.0,2.0,12.0,26.0
84,富貴角,2026-03-09,55,54.0,,50.0,55.0,1.0,0.0,2.0
83,麥寮,2026-03-09,53,,,50.0,53.0,2.0,12.0,24.0
80,關山,2026-03-09,43,43.0,,22.0,10.0,1.0,6.0,12.0
78,馬公,2026-03-09,55,48.0,,50.0,55.0,1.0,0.0,7.0
77,金門,2026-03-09,63,61.0,,63.0,54.0,2.0,6.0,17.0
75,馬祖,2026-03-09,59,58.0,,59.0,55.0,1.0,6.0,12.0
72,埔里,2026-03-09,60,40.0,,60.0,48.0,2.0,12.0,19.0
71,復興,2026-03-09,72,,,72.0,71.0,5.0,12.0,52.0
70,永和,2026-03-09,40,,,36.0,28.0,5.0,6.0,40.0
69,竹山,2026-03-09,63,41.0,,63.0,53.0,2.0,6.0,29.0
68,中壢,2026-03-09,54,,,37.0,32.0,5.0,6.0,54.0
67,三重,2026-03-09,61,,,30.0,30.0,9.0,6.0,61.0
66,冬山,2026-03-09,44,44.0,,28.0,12.0,1.0,0.0,31.0
65,宜蘭,2026-03-09,40,40.0,,16.0,13.0,2.0,6.0,17.0
64,陽明,2026-03-09,47,47.0,,6.0,12.0,1.0,6.0,2.0
63,花蓮,2026-03-09,42,42.0,,19.0,15.0,2.0,12.0,21.0
62,臺東,2026-03-09,44,44.0,,23.0,17.0,1.0,6.0,14.0
61,恆春,2026-03-09,44,44.0,,24.0,18.0,1.0,0.0,2.0
60,潮州,2026-03-09,88,74.0,,88.0,81.0,3.0,6.0,31.0
59,屏東,2026-03-09,88,71.0,,88.0,79.0,3.0,12.0,31.0
58,小港,2026-03-09,84,47.0,,84.0,70.0,3.0,6.0,51.0
57,前鎮,2026-03-09,67,,,67.0,65.0,3.0,12.0,53.0
56,前金,2026-03-09,74,50.0,,70.0,74.0,3.0,6.0,45.0
54,左營,2026-03-09,70,48.0,,69.0,70.0,3.0,6.0,45.0
53,楠梓,2026-03-09,74,48.0,,74.0,73.0,3.0,6.0,40.0
52,林園,2026-03-09,81,51.0,,81.0,78.0,3.0,31.0,45.0
51,大寮,2026-03-09,84,58.0,,84.0,77.0,3.0,38.0,48.0
50,鳳山,2026-03-09,76,,,76.0,69.0,5.0,6.0,45.0
49,仁武,2026-03-09,79,48.0,,79.0,69.0,3.0,19.0,45.0
48,橋頭,2026-03-09,77,48.0,,77.0,68.0,3.0,12.0,38.0
47,美濃,2026-03-09,84,51.0,,84.0,69.0,3.0,6.0,26.0
46,臺南,2026-03-09,61,45.0,,61.0,61.0,2.0,6.0,48.0
45,安南,2026-03-09,67,44.0,,67.0,64.0,3.0,12.0,45.0
44,善化,2026-03-09,70,44.0,,70.0,64.0,2.0,12.0,26.0
43,新營,2026-03-09,68,40.0,,68.0,63.0,2.0,6.0,31.0
42,嘉義,2026-03-09,66,37.0,,66.0,60.0,3.0,19.0,36.0
41,臺西,2026-03-09,50,,,48.0,50.0,2.0,12.0,24.0
40,朴子,2026-03-09,62,38.0,,53.0,62.0,2.0,6.0,26.0
39,新港,2026-03-09,54,40.0,,52.0,54.0,2.0,12.0,24.0
38,崙背,2026-03-09,58,39.0,,58.0,57.0,2.0,12.0,24.0
37,斗六,2026-03-09,62,41.0,,62.0,55.0,2.0,12.0,31.0
36,南投,2026-03-09,55,37.0,,55.0,38.0,2.0,6.0,31.0
35,二林,2026-03-09,65,40.0,,50.0,65.0,2.0,19.0,24.0
34,線西,2026-03-09,46,,,46.0,38.0,2.0,12.0,26.0
33,彰化,2026-03-09,38,38.0,,33.0,33.0,2.0,6.0,38.0
32,西屯,2026-03-09,40,40.0,,23.0,27.0,1.0,6.0,21.0
31,忠明,2026-03-09,37,37.0,,34.0,35.0,2.0,6.0,31.0
30,大里,2026-03-09,35,35.0,,34.0,33.0,2.0,6.0,33.0
29,沙鹿,2026-03-09,42,42.0,,39.0,32.0,1.0,12.0,19.0
28,豐原,2026-03-09,41,41.0,,30.0,25.0,2.0,6.0,14.0
27,三義,2026-03-09,43,43.0,,22.0,15.0,1.0,6.0,19.0
26,苗栗,2026-03-09,41,41.0,,28.0,20.0,1.0,6.0,21.0
25,頭份,2026-03-09,33,,,27.0,33.0,2.0,12.0,31.0
24,新竹,2026-03-09,43,43.0,,29.0,33.0,2.0,6.0,26.0
23,竹東,2026-03-09,46,46.0,,21.0,13.0,1.0,6.0,12.0
22,湖口,2026-03-09,44,44.0,,23.0,32.0,1.0,6.0,21.0
21,龍潭,2026-03-09,42,42.0,,26.0,25.0,1.0,6.0,21.0
20,平鎮,2026-03-09,45,37.0,,40.0,35.0,2.0,6.0,45.0
19,觀音,2026-03-09,44,44.0,,32.0,40.0,1.0,0.0,14.0
18,大園,2026-03-09,55,41.0,,38.0,37.0,2.0,12.0,55.0
17,桃園,2026-03-09,43,38.0,,22.0,22.0,2.0,6.0,43.0
16,大同,2026-03-09,61,,,35.0,20.0,7.0,6.0,61.0
15,松山,2026-03-09,53,38.0,,31.0,28.0,2.0,12.0,53.0
14,古亭,2026-03-09,40,40.0,,27.0,23.0,2.0,6.0,31.0
13,萬華,2026-03-09,40,39.0,,29.0,22.0,2.0,6.0,40.0
12,中山,2026-03-09,50,37.0,,35.0,28.0,3.0,0.0,50.0
11,士林,2026-03-09,45,45.0,,15.0,20.0,1.0,0.0,21.0
10,淡水,2026-03-09,44,44.0,,31.0,22.0,1.0,12.0,7.0
9,林口,2026-03-09,42,42.0,,24.0,25.0,1.0,6.0,31.0
8,菜寮,2026-03-09,39,39.0,,18.0,20.0,2.0,6.0,36.0
7,新莊,2026-03-09,40,38.0,,30.0,28.0,2.0,0.0,40.0
6,板橋,2026-03-09,43,38.0,,33.0,27.0,3.0,6.0,43.0
5,土城,2026-03-09,39,39.0,,21.0,27.0,2.0,6.0,29.0
4,新店,2026-03-09,39,39.0,,25.0,22.0,2.0,6.0,33.0
2,汐止,2026-03-09,43,43.0,,29.0,23.0,1.0,12.0,43.0
1,基隆,2026-03-09,46,46.0,,33.0,30.0,1.0,6.0,12.0
140,林森,2026-03-08,69,,,69.0,69.0,3.0,19.0,29.0
139,員林,2026-03-08,82,54.0,,82.0,63.0,3.0,19.0,29.0
88,臺灣大道,2026-03-08,66,,,66.0,51.0,6.0,12.0,54.0
85,大城,2026-03-08,60,50.0,,60.0,58.0,3.0,12.0,24.0
84,富貴角,2026-03-08,64,49.0,,56.0,64.0,1.0,0.0,2.0
83,麥寮,2026-03-08,58,,,55.0,58.0,3.0,12.0,21.0
80,關山,2026-03-08,39,39.0,,22.0,13.0,2.0,6.0,12.0
78,馬公,2026-03-08,64,46.0,,62.0,64.0,1.0,6.0,7.0
77,金門,2026-03-08,62,50.0,,62.0,52.0,2.0,12.0,19.0
75,馬祖,2026-03-08,60,51.0,,60.0,60.0,1.0,6.0,12.0
72,埔里,2026-03-08,73,54.0,,73.0,53.0,3.0,6.0,26.0
71,復興,2026-03-08,78,,,78.0,78.0,5.0,12.0,57.0
70,永和,2026-03-08,41,,,41.0,37.0,2.0,12.0,19.0
69,竹山,2026-03-08,92,87.0,,92.0,73.0,3.0,12.0,33.0
68,中壢,2026-03-08,40,,,40.0,32.0,3.0,6.0,38.0
67,三重,2026-03-08,57,,,44.0,40.0,8.0,12.0,57.0
66,冬山,2026-03-08,42,42.0,,22.0,7.0,1.0,6.0,14.0
65,宜蘭,2026-03-08,39,39.0,,18.0,8.0,1.0,6.0,14.0
64,陽明,2026-03-08,45,45.0,,5.0,8.0,1.0,6.0,2.0
63,花蓮,2026-03-08,43,43.0,,24.0,20.0,2.0,12.0,19.0
62,臺東,2026-03-08,44,44.0,,23.0,27.0,2.0,6.0,7.0
61,恆春,2026-03-08,44,44.0,,23.0,22.0,1.0,0.0,2.0
60,潮州,2026-03-08,81,80.0,,81.0,81.0,3.0,12.0,24.0
59,屏東,2026-03-08,93,93.0,,82.0,79.0,3.0,12.0,24.0
58,小港,2026-03-08,92,54.0,,92.0,77.0,5.0,12.0,52.0
57,前鎮,2026-03-08,72,,,72.0,70.0,5.0,19.0,55.0
56,前金,2026-03-08,75,67.0,,75.0,73.0,3.0,12.0,48.0
54,左營,2026-03-08,73,61.0,,73.0,73.0,5.0,6.0,45.0
53,楠梓,2026-03-08,84,67.0,,84.0,77.0,5.0,12.0,48.0
52,林園,2026-03-08,81,54.0,,79.0,81.0,5.0,25.0,43.0
51,大寮,2026-03-08,81,77.0,,81.0,73.0,5.0,6.0,50.0
50,鳳山,2026-03-08,81,,,81.0,77.0,5.0,12.0,52.0
49,仁武,2026-03-08,86,64.0,,86.0,77.0,5.0,19.0,48.0
48,橋頭,2026-03-08,89,64.0,,89.0,74.0,5.0,12.0,45.0
47,美濃,2026-03-08,87,87.0,,76.0,70.0,3.0,6.0,19.0
46,臺南,2026-03-08,64,54.0,,64.0,63.0,3.0,12.0,31.0
45,安南,2026-03-08,69,58.0,,69.0,63.0,3.0,12.0,26.0
44,善化,2026-03-08,74,61.0,,74.0,69.0,3.0,12.0,33.0
43,新營,2026-03-08,73,50.0,,73.0,68.0,3.0,12.0,31.0
42,嘉義,2026-03-08,76,58.0,,76.0,69.0,3.0,19.0,29.0
