sitename,county,aqi,pollutant,status,so2,so2_avg,co,co_8hr,o3,o3_8hr,pm10,pm10_avg,pm25,pm25_avg,no2,nox,no,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
頭份,苗栗縣,60,細懸浮微粒,普通,1.2,0.0,0.23,0.2,46.0,38.0,48.0,33.0,18.0,15.7,7.0,9.2,1.8,3.0,20.0,2026-03-21 14:00:00,120.89869286,24.69690679,25,
新竹,新竹市,51,懸浮微粒,普通,1.4,1.0,0.23,0.2,49.0,42.0,40.0,31.0,11.0,12.4,7.0,8.5,1.2,2.0,31.0,2026-03-21 14:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,37,,良好,0.9,0.0,0.24,0.2,40.0,39.0,33.0,14.0,16.0,9.2,10.0,11.9,1.0,1.8,347.0,2026-03-21 14:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,50,,良好,0.2,0.0,0.19,0.2,51.0,44.0,31.0,30.0,10.0,12.1,4.0,4.5,0.3,4.2,33.0,2026-03-21 14:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,45,,良好,0.7,0.0,0.24,0.2,41.0,40.0,32.0,21.0,17.0,11.2,11.0,13.6,2.1,2.7,356.0,2026-03-21 14:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,46,,良好,0.7,0.0,0.24,0.2,44.0,38.0,23.0,25.0,12.0,11.5,8.0,10.2,1.8,1.9,53.0,2026-03-21 14:00:00,121.203986,24.952786,20,
觀音,桃園市,44,,良好,0.8,0.0,0.2,0.1,52.0,48.0,22.0,24.0,9.0,10.0,3.0,4.2,0.7,4.6,50.0,2026-03-21 14:00:00,121.08283092,25.03556747,19,
大園,桃園市,45,,良好,0.9,0.0,0.19,0.1,51.0,44.0,26.0,27.0,8.0,8.5,5.0,6.4,0.8,6.0,32.0,2026-03-21 14:00:00,121.20251473,25.06100357,18,
桃園,桃園市,38,,良好,0.4,0.0,0.23,0.2,43.0,40.0,18.0,18.0,11.0,9.3,9.0,11.0,1.1,3.2,19.0,2026-03-21 14:00:00,121.30500531,24.9947107,17,
大同,臺北市,53,二氧化氮,普通,1.2,0.0,0.55,0.6,30.0,26.0,3.0,9.0,3.0,5.6,25.0,39.8,14.0,,,2026-03-21 14:00:00,121.51342074,25.06331455,16,
松山,臺北市,33,,良好,1.5,1.0,0.18,0.2,44.0,36.0,12.0,15.0,4.0,7.7,7.0,10.0,2.8,3.1,48.0,2026-03-21 14:00:00,121.578611,25.05,15,
古亭,臺北市,40,,良好,1.1,1.0,0.2,0.2,46.0,43.0,7.0,11.0,2.0,5.5,6.0,7.4,1.2,0.9,1.0,2026-03-21 14:00:00,121.529556,25.020608,14,
萬華,臺北市,36,,良好,1.1,1.0,0.25,0.2,43.0,39.0,10.0,10.0,5.0,6.7,10.0,12.4,2.3,3.4,92.0,2026-03-21 14:00:00,121.507972,25.046503,13,
中山,臺北市,36,,良好,0.3,0.0,0.29,0.3,42.0,39.0,7.0,13.0,6.0,7.8,10.0,12.9,2.1,2.5,114.0,2026-03-21 14:00:00,121.526528,25.062361,12,
士林,臺北市,18,,良好,,0.0,0.2,,47.0,,5.0,11.0,0.0,3.1,6.0,7.3,0.8,3.0,163.0,2026-03-21 14:00:00,121.51666356,25.10334003,11,
淡水,新北市,39,,良好,0.7,1.0,0.19,0.2,47.0,42.0,5.0,9.0,3.0,6.7,3.0,4.2,0.9,4.2,20.0,2026-03-21 14:00:00,121.449239,25.1645,10,
林口,新北市,36,,良好,1.0,0.0,0.18,0.2,45.0,39.0,17.0,17.0,6.0,6.9,4.0,5.6,0.6,3.1,28.0,2026-03-21 14:00:00,121.36548982,25.07798949,9,
菜寮,新北市,39,,良好,0.5,0.0,0.23,0.2,45.0,42.0,10.0,10.0,9.0,7.5,9.0,11.5,1.5,1.3,287.0,2026-03-21 14:00:00,121.481028,25.06895,8,
新莊,新北市,42,,良好,0.3,0.0,0.22,0.2,43.0,45.0,19.0,20.0,7.0,7.2,8.0,9.4,1.2,3.1,29.0,2026-03-21 14:00:00,121.4325,25.037972,7,
板橋,新北市,39,,良好,0.7,0.0,0.28,0.2,45.0,42.0,4.0,9.0,8.0,8.9,9.0,11.6,2.1,1.7,129.0,2026-03-21 14:00:00,121.458667,25.012972,6,
土城,新北市,42,,良好,0.8,0.0,0.22,0.2,48.0,45.0,10.0,12.0,4.0,5.8,5.0,7.7,1.7,2.0,143.0,2026-03-21 14:00:00,121.451861,24.982528,5,
新店,新北市,39,,良好,1.0,1.0,0.21,0.2,48.0,42.0,7.0,12.0,5.0,5.9,6.0,7.9,1.1,1.7,73.0,2026-03-21 14:00:00,121.537778,24.977222,4,
汐止,新北市,36,,良好,0.7,0.0,0.19,0.2,45.0,39.0,8.0,11.0,5.0,8.2,6.0,7.1,0.8,2.6,70.0,2026-03-21 14:00:00,121.64081,25.06624,2,
基隆,基隆市,40,,良好,0.6,0.0,0.19,0.2,47.0,43.0,21.0,16.0,9.0,9.5,6.0,7.3,1.1,0.5,43.0,2026-03-21 14:00:00,121.760056,25.129167,1,
屏東（枋山）,屏東縣,68,細懸浮微粒,普通,0.5,0.0,0.29,0.2,63.0,47.0,43.0,34.0,25.0,18.7,2.0,2.4,0.0,2.1,289.0,2026-03-21 13:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,43,,良好,0.2,0.0,0.28,0.2,51.0,46.0,5.0,9.0,8.0,9.4,9.0,11.7,2.6,0.8,135.0,2026-03-21 13:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,110,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.39,0.4,79.0,46.0,68.0,71.0,38.0,34.2,7.0,8.1,1.1,3.2,326.0,2026-03-21 13:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,78,細懸浮微粒,普通,1.5,0.0,0.3,0.2,60.0,46.0,51.0,35.0,29.0,22.3,5.0,7.0,1.1,1.5,292.0,2026-03-21 13:00:00,120.7944772,23.71867609,203,
林森,臺南市,88,細懸浮微粒,普通,1.7,1.0,0.42,0.4,57.0,40.0,46.0,56.0,23.0,26.0,7.0,10.1,2.7,2.5,33.0,2026-03-21 13:00:00,120.22216042,22.98522502,140,
員林,彰化縣,76,細懸浮微粒,普通,1.5,1.0,0.32,0.3,63.0,43.0,39.0,35.0,26.0,21.5,7.0,9.0,1.8,4.2,306.0,2026-03-21 13:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,64,細懸浮微粒,普通,0.3,0.0,0.41,0.5,47.0,33.0,29.0,27.0,14.0,17.1,13.0,27.7,13.8,1.6,340.0,2026-03-21 13:00:00,120.6567111,24.1589,88,
大城,彰化縣,60,細懸浮微粒,普通,0.8,1.0,0.19,0.2,60.0,48.0,28.0,35.0,13.0,15.9,1.0,3.0,1.4,7.2,300.0,2026-03-21 13:00:00,120.26964167,23.85493056,85,
富貴角,新北市,51,臭氧八小時,普通,0.3,0.0,0.13,0.1,57.0,55.0,30.0,31.0,12.0,11.1,1.0,1.3,0.0,6.1,51.0,2026-03-21 13:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,58,懸浮微粒,普通,0.7,0.0,0.19,0.2,55.0,44.0,35.0,37.0,13.0,14.7,2.0,4.7,2.1,5.5,351.0,2026-03-21 13:00:00,120.251825,23.753506,83,
關山,臺東縣,46,,良好,0.5,0.0,0.21,0.2,41.0,27.0,14.0,14.0,9.0,11.3,2.0,3.4,1.2,1.6,64.0,2026-03-21 13:00:00,121.161933,23.045083,80,
馬公,澎湖縣,59,細懸浮微粒,普通,0.4,0.0,0.19,0.1,55.0,53.0,23.0,31.0,12.0,15.6,2.0,3.7,1.1,4.5,24.0,2026-03-21 13:00:00,119.566158,23.569031,78,
金門,金門縣,68,細懸浮微粒,普通,1.6,1.0,0.34,0.3,62.0,54.0,30.0,30.0,16.0,18.7,8.0,9.7,1.0,2.0,38.0,2026-03-21 13:00:00,118.312256,24.432133,77,
馬祖,連江縣,61,細懸浮微粒,普通,0.7,0.0,0.18,0.2,51.0,51.0,20.0,25.0,11.0,16.0,4.0,5.6,1.0,2.5,332.0,2026-03-21 13:00:00,119.952724,26.153736,75,
埔里,南投縣,75,細懸浮微粒,普通,0.9,1.0,0.25,0.3,50.0,30.0,27.0,34.0,15.0,21.4,2.0,3.1,0.6,3.0,272.0,2026-03-21 13:00:00,120.967903,23.968842,72,
復興,高雄市,113,細懸浮微粒,對敏感族群不健康,1.4,0.0,0.37,0.5,68.0,38.0,55.0,66.0,30.0,35.5,11.0,13.3,2.2,1.1,261.0,2026-03-21 13:00:00,120.312017,22.608711,71,
永和,新北市,39,,良好,1.0,1.0,0.31,0.3,45.0,42.0,10.0,15.0,4.0,8.8,7.0,10.1,3.0,1.7,75.0,2026-03-21 13:00:00,121.516306,25.017,70,
竹山,南投縣,92,細懸浮微粒,普通,1.8,1.0,0.27,0.3,71.0,35.0,42.0,48.0,24.0,27.5,5.0,6.9,1.1,3.1,323.0,2026-03-21 13:00:00,120.677306,23.756389,69,
中壢,桃園市,58,細懸浮微粒,普通,0.9,0.0,0.41,0.4,29.0,26.0,44.0,31.0,17.0,14.9,20.0,30.6,9.7,0.6,336.0,2026-03-21 13:00:00,121.221667,24.953278,68,
三重,新北市,55,二氧化氮,普通,1.4,2.0,0.7,0.6,27.0,25.0,11.0,17.0,5.0,8.9,28.0,52.6,23.8,,,2026-03-21 13:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,44,,良好,1.2,0.0,0.22,0.2,51.0,48.0,9.0,14.0,11.0,9.5,2.0,3.7,1.0,0.8,104.0,2026-03-21 13:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,29,,良好,0.8,0.0,0.25,0.2,46.0,31.0,8.0,9.0,5.0,5.7,5.0,5.4,0.4,1.8,104.0,2026-03-21 13:00:00,121.746394,24.747917,65,
陽明,臺北市,44,,良好,1.3,1.0,0.17,0.1,49.0,48.0,3.0,5.0,0.0,0.4,1.0,1.9,0.8,2.9,90.0,2026-03-21 13:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,35,,良好,0.8,1.0,0.26,0.2,56.0,36.0,14.0,16.0,8.0,8.7,2.0,3.1,0.8,2.9,82.0,2026-03-21 13:00:00,121.599769,23.971306,63,
臺東,臺東縣,44,,良好,0.6,0.0,0.24,0.2,52.0,39.0,27.0,23.0,11.0,11.0,3.0,4.4,1.3,2.7,68.0,2026-03-21 13:00:00,121.15045,22.755358,62,
恆春,屏東縣,40,,良好,1.0,0.0,0.18,0.2,43.0,43.0,17.0,13.0,4.0,7.2,0.0,1.6,1.0,1.2,61.0,2026-03-21 13:00:00,120.788928,21.958069,61,
潮州,屏東縣,90,細懸浮微粒,普通,0.9,1.0,0.27,0.3,66.0,39.0,45.0,55.0,22.0,26.6,3.0,3.5,0.3,3.9,257.0,2026-03-21 13:00:00,120.561175,22.523108,60,
屏東,屏東縣,107,細懸浮微粒,對敏感族群不健康,2.1,0.0,0.39,0.3,80.0,43.0,63.0,60.0,38.0,32.8,8.0,9.4,0.9,2.9,180.0,2026-03-21 13:00:00,120.488033,22.673081,59,
小港,高雄市,120,細懸浮微粒,對敏感族群不健康,1.8,1.0,0.34,0.4,68.0,35.0,61.0,72.0,32.0,38.3,12.0,14.3,1.4,4.1,269.0,2026-03-21 13:00:00,120.337736,22.565833,58,
前鎮,高雄市,106,細懸浮微粒,對敏感族群不健康,2.5,1.0,0.31,0.4,72.0,40.0,42.0,58.0,23.0,32.4,9.0,11.5,1.7,1.5,355.0,2026-03-21 13:00:00,120.30833356,22.6044507,57,
前金,高雄市,108,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.31,0.4,74.0,39.0,52.0,71.0,24.0,33.3,9.0,9.9,0.3,4.6,345.0,2026-03-21 13:00:00,120.28676111,22.63390278,56,
左營,高雄市,111,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.24,0.5,70.0,39.0,51.0,65.0,24.0,34.5,6.0,7.2,0.7,6.0,290.0,2026-03-21 13:00:00,120.292917,22.674861,54,
楠梓,高雄市,102,細懸浮微粒,對敏感族群不健康,1.8,1.0,0.29,0.3,70.0,37.0,56.0,63.0,25.0,30.9,7.0,9.0,1.0,3.0,271.0,2026-03-21 13:00:00,120.328289,22.733667,53,
林園,高雄市,118,細懸浮微粒,對敏感族群不健康,3.2,2.0,0.39,0.4,75.0,42.0,62.0,68.0,38.0,37.4,9.0,10.7,0.9,2.7,286.0,2026-03-21 13:00:00,120.41175,22.4795,52,
大寮,高雄市,128,細懸浮微粒,對敏感族群不健康,12.1,2.0,0.98,0.5,69.0,40.0,92.0,76.0,53.0,41.6,27.0,31.0,3.1,1.9,250.0,2026-03-21 13:00:00,120.425311,22.56413611,51,
鳳山,高雄市,110,細懸浮微粒,對敏感族群不健康,2.1,1.0,0.54,0.5,72.0,38.0,54.0,61.0,34.0,34.2,13.0,14.6,1.3,1.6,295.0,2026-03-21 13:00:00,120.357422,22.628126,50,
仁武,高雄市,123,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.29,0.3,73.0,36.0,59.0,65.0,31.0,39.5,21.0,22.4,1.0,4.5,278.0,2026-03-21 13:00:00,120.332631,22.689056,49,
橋頭,高雄市,108,細懸浮微粒,對敏感族群不健康,1.9,1.0,0.27,0.3,67.0,35.0,53.0,60.0,26.0,33.5,8.0,9.7,1.3,3.7,294.0,2026-03-21 13:00:00,120.305689,22.757506,48,
美濃,高雄市,84,細懸浮微粒,普通,1.2,1.0,0.27,0.3,60.0,33.0,29.0,41.0,18.0,24.4,3.0,4.7,1.4,1.5,299.0,2026-03-21 13:00:00,120.530542,22.883583,47,
臺南,臺南市,84,細懸浮微粒,普通,1.2,0.0,0.24,0.2,59.0,43.0,53.0,54.0,19.0,24.6,5.0,6.4,0.7,3.9,346.0,2026-03-21 13:00:00,120.21947897,22.98928311,46,
安南,臺南市,85,細懸浮微粒,普通,1.3,0.0,0.26,0.3,61.0,44.0,62.0,52.0,20.0,25.1,3.0,4.7,1.1,4.6,314.0,2026-03-21 13:00:00,120.2175,23.048197,45,
善化,臺南市,84,細懸浮微粒,普通,1.3,0.0,0.21,0.2,57.0,39.0,39.0,52.0,22.0,24.6,3.0,4.7,0.9,5.2,339.0,2026-03-21 13:00:00,120.29740529,23.11337642,44,
新營,臺南市,72,細懸浮微粒,普通,1.0,0.0,0.23,0.2,55.0,39.0,44.0,49.0,15.0,20.0,5.0,6.2,1.1,4.2,334.0,2026-03-21 13:00:00,120.31725,23.305633,43,
嘉義,嘉義市,92,細懸浮微粒,普通,2.2,2.0,0.27,0.3,58.0,36.0,53.0,53.0,20.0,27.3,4.0,5.4,1.0,3.9,336.0,2026-03-21 13:00:00,120.44125148,23.46477865,42,
臺西,雲林縣,54,細懸浮微粒,普通,1.4,1.0,0.18,0.2,53.0,47.0,27.0,34.0,14.0,13.6,2.0,4.4,1.5,6.8,6.0,2026-03-21 13:00:00,120.19933333,23.702175,41,
朴子,嘉義縣,66,細懸浮微粒,普通,1.6,1.0,0.19,0.2,54.0,44.0,46.0,41.0,21.0,18.1,4.0,5.3,0.9,3.3,341.0,2026-03-21 13:00:00,120.2478,23.46538,40,
新港,嘉義縣,70,細懸浮微粒,普通,1.0,1.0,0.21,0.2,56.0,43.0,56.0,48.0,14.0,19.4,2.0,3.7,0.8,4.5,279.0,2026-03-21 13:00:00,120.345531,23.554839,39,
崙背,雲林縣,68,細懸浮微粒,普通,1.3,1.0,0.21,0.2,56.0,43.0,35.0,40.0,17.0,18.7,2.0,2.7,0.2,3.7,295.0,2026-03-21 13:00:00,120.348742,23.757547,38,
斗六,雲林縣,86,細懸浮微粒,普通,1.6,1.0,0.33,0.3,67.0,40.0,43.0,48.0,26.0,25.2,7.0,8.0,1.0,2.5,323.0,2026-03-21 13:00:00,120.544994,23.711853,37,
南投,南投縣,83,細懸浮微粒,普通,0.8,0.0,0.32,0.3,64.0,33.0,41.0,45.0,22.0,24.3,10.0,11.9,1.4,2.2,2.0,2026-03-21 13:00:00,120.685306,23.913,36,
二林,彰化縣,67,懸浮微粒,普通,1.1,1.0,0.23,0.2,61.0,45.0,48.0,45.0,18.0,16.4,2.0,3.3,0.5,4.5,356.0,2026-03-21 13:00:00,120.409653,23.925175,35,
線西,彰化縣,64,細懸浮微粒,普通,3.6,1.0,0.36,0.4,54.0,42.0,39.0,32.0,22.0,17.2,10.0,12.8,2.4,6.1,17.0,2026-03-21 13:00:00,120.469061,24.131672,34,
彰化,彰化縣,57,細懸浮微粒,普通,0.5,0.0,0.27,0.2,53.0,41.0,38.0,30.0,16.0,14.7,8.0,10.6,1.9,3.4,8.0,2026-03-21 13:00:00,120.541519,24.066,33,
西屯,臺中市,50,,良好,1.5,1.0,0.26,0.2,49.0,34.0,35.0,30.0,14.0,12.3,9.0,10.7,1.4,3.6,352.0,2026-03-21 13:00:00,120.616917,24.162197,32,
忠明,臺中市,57,細懸浮微粒,普通,1.3,1.0,0.28,0.3,51.0,34.0,30.0,28.0,15.0,14.6,6.0,9.0,2.3,2.9,8.0,2026-03-21 13:00:00,120.641092,24.151958,31,
大里,臺中市,63,細懸浮微粒,普通,0.8,1.0,0.29,0.3,52.0,32.0,21.0,31.0,14.0,16.8,5.0,6.6,1.2,2.4,343.0,2026-03-21 13:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,76,細懸浮微粒,普通,1.7,1.0,0.24,0.2,50.0,42.0,37.0,35.0,19.0,21.7,7.0,9.4,1.6,5.1,320.0,2026-03-21 13:00:00,120.568794,24.225628,29,
豐原,臺中市,60,細懸浮微粒,普通,1.3,1.0,0.25,0.3,48.0,30.0,15.0,21.0,11.0,15.9,4.0,6.0,1.3,3.2,336.0,2026-03-21 13:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,41,,良好,0.4,0.0,0.24,0.2,43.0,32.0,20.0,12.0,13.0,10.1,3.0,5.3,1.6,4.9,7.0,2026-03-21 13:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,46,,良好,1.5,1.0,0.25,0.2,43.0,38.0,24.0,19.0,17.0,11.5,9.0,12.2,2.5,3.1,24.0,2026-03-21 13:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,58,細懸浮微粒,普通,1.0,0.0,0.27,0.2,44.0,37.0,36.0,30.0,17.0,15.0,9.0,12.3,2.5,2.5,7.0,2026-03-21 13:00:00,120.89869286,24.69690679,25,
新竹,新竹市,50,,良好,1.2,1.0,0.26,0.2,45.0,41.0,40.0,29.0,19.0,12.4,10.0,11.7,1.7,2.2,33.0,2026-03-21 13:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,36,,良好,1.1,0.0,0.25,0.2,41.0,39.0,14.0,12.0,14.0,8.2,7.0,8.4,0.9,2.1,291.0,2026-03-21 13:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,50,,良好,0.2,0.0,0.19,0.2,48.0,44.0,43.0,29.0,15.0,12.3,5.0,5.7,0.5,4.3,31.0,2026-03-21 13:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,41,,良好,1.1,0.0,0.27,0.2,39.0,41.0,36.0,18.0,11.0,10.1,13.0,16.4,2.9,2.9,354.0,2026-03-21 13:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,46,,良好,0.8,1.0,0.26,0.2,42.0,37.0,28.0,25.0,12.0,11.5,9.0,11.9,2.2,2.4,45.0,2026-03-21 13:00:00,121.203986,24.952786,20,
觀音,桃園市,44,,良好,0.9,0.0,0.15,0.1,51.0,47.0,27.0,24.0,11.0,9.6,3.0,4.8,1.0,4.5,54.0,2026-03-21 13:00:00,121.08283092,25.03556747,19,
大園,桃園市,45,,良好,0.9,0.0,0.17,0.2,49.0,43.0,32.0,27.0,8.0,8.4,5.0,6.8,1.1,6.6,29.0,2026-03-21 13:00:00,121.20251473,25.06100357,18,
桃園,桃園市,37,,良好,0.8,0.0,0.27,0.2,40.0,40.0,23.0,19.0,10.0,9.1,12.0,14.4,2.2,3.2,25.0,2026-03-21 13:00:00,121.30500531,24.9947107,17,
大同,臺北市,54,二氧化氮,普通,1.1,0.0,0.66,0.6,29.0,27.0,5.0,11.0,5.0,6.8,26.0,42.5,15.6,,,2026-03-21 13:00:00,121.51342074,25.06331455,16,
松山,臺北市,34,,良好,1.7,1.0,0.21,0.2,39.0,36.0,10.0,17.0,5.0,8.5,12.0,16.2,3.8,2.4,57.0,2026-03-21 13:00:00,121.578611,25.05,15,
古亭,臺北市,41,,良好,1.0,1.0,0.2,0.2,46.0,44.0,9.0,13.0,4.0,6.3,6.0,8.0,1.6,0.9,68.0,2026-03-21 13:00:00,121.529556,25.020608,14,
萬華,臺北市,37,,良好,1.2,1.0,0.26,0.2,42.0,40.0,8.0,11.0,4.0,7.7,11.0,14.1,3.0,2.1,102.0,2026-03-21 13:00:00,121.507972,25.046503,13,
中山,臺北市,37,,良好,0.3,0.0,0.28,0.3,44.0,40.0,9.0,16.0,7.0,8.2,10.0,12.5,2.3,2.4,111.0,2026-03-21 13:00:00,121.526528,25.062361,12,
士林,臺北市,-1,,,,0.0,,,,,16.0,,2.0,,,,,,,2026-03-21 13:00:00,121.51666356,25.10334003,11,
淡水,新北市,39,,良好,0.5,1.0,0.19,0.2,46.0,42.0,6.0,9.0,6.0,7.2,3.0,4.8,1.0,2.7,20.0,2026-03-21 13:00:00,121.449239,25.1645,10,
林口,新北市,35,,良好,1.1,1.0,0.18,0.2,43.0,38.0,24.0,16.0,8.0,7.2,6.0,7.0,1.0,2.8,29.0,2026-03-21 13:00:00,121.36548982,25.07798949,9,
菜寮,新北市,39,,良好,0.4,0.0,0.27,0.2,44.0,42.0,11.0,12.0,7.0,7.5,10.0,12.4,1.9,1.1,311.0,2026-03-21 13:00:00,121.481028,25.06895,8,
新莊,新北市,43,,良好,0.4,0.0,0.23,0.2,48.0,46.0,27.0,22.0,6.0,7.3,7.0,8.9,1.4,3.3,20.0,2026-03-21 13:00:00,121.4325,25.037972,7,
板橋,新北市,40,,良好,0.9,1.0,0.28,0.2,47.0,43.0,7.0,11.0,6.0,9.2,8.0,10.8,2.0,1.9,119.0,2026-03-21 13:00:00,121.458667,25.012972,6,
土城,新北市,42,,良好,1.1,0.0,0.23,0.2,50.0,45.0,10.0,13.0,4.0,6.3,5.0,8.1,2.3,2.2,147.0,2026-03-21 13:00:00,121.451861,24.982528,5,
新店,新北市,40,,良好,1.3,1.0,0.24,0.2,46.0,43.0,11.0,13.0,4.0,6.2,8.0,10.3,1.6,2.2,84.0,2026-03-21 13:00:00,121.537778,24.977222,4,
汐止,新北市,37,,良好,0.7,0.0,0.21,0.2,42.0,38.0,9.0,13.0,6.0,9.1,8.0,10.5,1.5,2.3,73.0,2026-03-21 13:00:00,121.64081,25.06624,2,
基隆,基隆市,40,,良好,0.6,0.0,0.19,0.2,45.0,43.0,16.0,16.0,10.0,10.0,6.0,7.9,0.9,0.5,341.0,2026-03-21 13:00:00,121.760056,25.129167,1,
屏東（枋山）,屏東縣,63,細懸浮微粒,普通,0.8,0.0,0.29,0.2,60.0,44.0,50.0,30.0,26.0,16.8,2.0,2.6,0.0,1.5,299.0,2026-03-21 12:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,42,,良好,0.4,0.0,0.28,0.2,50.0,45.0,9.0,10.0,9.0,10.2,8.0,11.1,2.7,0.9,139.0,2026-03-21 12:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,108,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.42,0.4,64.0,40.0,73.0,72.0,42.0,33.3,8.0,10.4,1.6,2.9,322.0,2026-03-21 12:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,74,細懸浮微粒,普通,1.5,0.0,0.29,0.2,52.0,44.0,44.0,31.0,25.0,20.8,6.0,7.3,1.2,0.9,301.0,2026-03-21 12:00:00,120.7944772,23.71867609,203,
林森,臺南市,90,細懸浮微粒,普通,2.1,0.0,0.42,0.4,54.0,37.0,47.0,59.0,23.0,26.9,8.0,10.9,2.6,2.1,63.0,2026-03-21 12:00:00,120.22216042,22.98522502,140,
員林,彰化縣,74,細懸浮微粒,普通,1.3,1.0,0.29,0.3,58.0,39.0,35.0,34.0,16.0,20.8,6.0,7.6,1.6,3.3,294.0,2026-03-21 12:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,66,細懸浮微粒,普通,0.3,0.0,0.42,0.5,44.0,31.0,26.0,26.0,20.0,17.9,12.0,23.1,10.8,1.7,338.0,2026-03-21 12:00:00,120.6567111,24.1589,88,
大城,彰化縣,61,細懸浮微粒,普通,1.1,1.0,0.21,0.2,58.0,46.0,30.0,37.0,15.0,16.0,2.0,4.2,1.8,6.5,261.0,2026-03-21 12:00:00,120.26964167,23.85493056,85,
富貴角,新北市,51,臭氧八小時,普通,0.3,0.0,0.13,0.1,56.0,55.0,31.0,30.0,9.0,11.0,1.0,1.3,0.0,5.1,57.0,2026-03-21 12:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,57,懸浮微粒,普通,0.8,0.0,0.21,0.2,53.0,43.0,42.0,36.0,17.0,14.4,2.0,4.7,2.2,4.9,349.0,2026-03-21 12:00:00,120.251825,23.753506,83,
關山,臺東縣,50,,良好,0.5,0.0,0.23,0.2,40.0,24.0,12.0,15.0,10.0,12.4,2.0,3.6,1.2,1.8,40.0,2026-03-21 12:00:00,121.161933,23.045083,80,
馬公,澎湖縣,62,細懸浮微粒,普通,0.4,0.0,0.2,0.1,54.0,53.0,27.0,33.0,12.0,16.4,2.0,3.5,1.1,4.6,26.0,2026-03-21 12:00:00,119.566158,23.569031,78,
金門,金門縣,71,細懸浮微粒,普通,1.4,1.0,0.32,0.3,58.0,53.0,28.0,31.0,18.0,19.8,9.0,11.0,1.4,2.3,69.0,2026-03-21 12:00:00,118.312256,24.432133,77,
馬祖,連江縣,63,細懸浮微粒,普通,0.7,0.0,0.21,0.2,50.0,52.0,28.0,26.0,14.0,16.9,6.0,7.6,1.2,2.6,325.0,2026-03-21 12:00:00,119.952724,26.153736,75,
埔里,南投縣,80,細懸浮微粒,普通,0.9,1.0,0.23,0.3,46.0,26.0,27.0,37.0,19.0,23.1,1.0,2.3,0.7,2.8,278.0,2026-03-21 12:00:00,120.967903,23.968842,72,
復興,高雄市,116,細懸浮微粒,對敏感族群不健康,1.6,0.0,0.48,0.5,55.0,34.0,74.0,69.0,38.0,36.4,17.0,20.4,3.1,1.1,255.0,2026-03-21 12:00:00,120.312017,22.608711,71,
永和,新北市,42,,良好,1.1,1.0,0.33,0.3,42.0,43.0,16.0,17.0,6.0,10.4,9.0,14.1,4.5,2.1,92.0,2026-03-21 12:00:00,121.516306,25.017,70,
竹山,南投縣,94,細懸浮微粒,普通,1.8,1.0,0.3,0.3,62.0,30.0,44.0,50.0,28.0,28.3,6.0,8.3,1.3,1.9,252.0,2026-03-21 12:00:00,120.677306,23.756389,69,
中壢,桃園市,57,細懸浮微粒,普通,0.9,0.0,0.46,0.3,26.0,28.0,34.0,28.0,17.0,14.6,23.0,36.6,13.1,0.6,351.0,2026-03-21 12:00:00,121.221667,24.953278,68,
三重,新北市,54,二氧化氮,普通,1.4,2.0,0.72,0.6,28.0,25.0,16.0,20.0,6.0,10.7,26.0,48.1,21.6,,,2026-03-21 12:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,43,,良好,1.1,0.0,0.22,0.2,50.0,46.0,15.0,15.0,8.0,9.4,3.0,4.5,0.9,0.9,274.0,2026-03-21 12:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,27,,良好,,0.0,,0.2,,29.0,7.0,10.0,4.0,6.1,,,,,,2026-03-21 12:00:00,121.746394,24.747917,65,
