sitename,county,aqi,pollutant,status,so2,so2_avg,co,co_8hr,o3,o3_8hr,pm10,pm10_avg,pm25,pm25_avg,no2,nox,no,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
陽明,臺北市,44,,良好,1.3,1.0,0.18,0.1,49.0,48.0,6.0,5.0,0.0,0.7,1.0,2.1,0.8,2.5,80.0,2026-03-21 12:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,35,,良好,1.5,1.0,0.29,0.2,55.0,31.0,17.0,16.0,8.0,8.7,3.0,4.8,1.2,2.6,90.0,2026-03-21 12:00:00,121.599769,23.971306,63,
臺東,臺東縣,47,,良好,0.9,1.0,0.25,0.2,52.0,37.0,29.0,23.0,13.0,11.7,4.0,5.5,1.5,3.5,67.0,2026-03-21 12:00:00,121.15045,22.755358,62,
恆春,屏東縣,40,,良好,1.3,0.0,0.19,0.2,47.0,43.0,11.0,13.0,7.0,7.7,0.0,1.4,1.0,3.4,64.0,2026-03-21 12:00:00,120.788928,21.958069,61,
潮州,屏東縣,93,細懸浮微粒,普通,0.7,1.0,0.28,0.3,61.0,34.0,47.0,57.0,20.0,28.0,3.0,3.6,0.5,3.7,249.0,2026-03-21 12:00:00,120.561175,22.523108,60,
屏東,屏東縣,106,細懸浮微粒,對敏感族群不健康,1.4,0.0,0.34,0.3,65.0,37.0,52.0,61.0,35.0,32.5,6.0,7.3,1.0,2.2,160.0,2026-03-21 12:00:00,120.488033,22.673081,59,
小港,高雄市,122,細懸浮微粒,對敏感族群不健康,2.2,1.0,0.4,0.4,56.0,30.0,75.0,73.0,40.0,39.2,16.0,20.8,4.1,3.2,262.0,2026-03-21 12:00:00,120.337736,22.565833,58,
前鎮,高雄市,109,細懸浮微粒,對敏感族群不健康,4.1,1.0,0.38,0.4,58.0,36.0,65.0,62.0,40.0,33.6,18.0,22.0,3.4,1.9,337.0,2026-03-21 12:00:00,120.30833356,22.6044507,57,
前金,高雄市,114,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.39,0.4,63.0,35.0,80.0,75.0,35.0,35.7,14.0,16.2,1.6,3.2,340.0,2026-03-21 12:00:00,120.28676111,22.63390278,56,
左營,高雄市,115,細懸浮微粒,對敏感族群不健康,2.0,1.0,0.34,0.5,68.0,34.0,63.0,68.0,33.0,36.2,9.0,10.7,1.5,4.1,298.0,2026-03-21 12:00:00,120.292917,22.674861,54,
楠梓,高雄市,105,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.33,0.3,55.0,33.0,58.0,67.0,25.0,32.3,8.0,10.3,1.8,2.7,311.0,2026-03-21 12:00:00,120.328289,22.733667,53,
林園,高雄市,116,細懸浮微粒,對敏感族群不健康,3.5,2.0,0.44,0.4,55.0,36.0,69.0,69.0,41.0,36.7,14.0,16.2,1.9,3.5,282.0,2026-03-21 12:00:00,120.41175,22.4795,52,
大寮,高雄市,124,細懸浮微粒,對敏感族群不健康,4.5,1.0,0.61,0.4,70.0,35.0,79.0,73.0,48.0,39.7,15.0,16.5,1.4,2.0,210.0,2026-03-21 12:00:00,120.425311,22.56413611,51,
鳳山,高雄市,110,細懸浮微粒,對敏感族群不健康,2.1,1.0,0.52,0.5,58.0,33.0,60.0,63.0,32.0,34.2,14.0,16.4,1.9,1.2,276.0,2026-03-21 12:00:00,120.357422,22.628126,50,
仁武,高雄市,127,細懸浮微粒,對敏感族群不健康,1.9,1.0,0.35,0.4,59.0,31.0,59.0,68.0,37.0,41.2,20.0,21.0,0.9,3.8,271.0,2026-03-21 12:00:00,120.332631,22.689056,49,
橋頭,高雄市,113,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.33,0.3,55.0,31.0,52.0,62.0,33.0,35.2,10.0,12.4,2.0,1.9,347.0,2026-03-21 12:00:00,120.305689,22.757506,48,
美濃,高雄市,90,細懸浮微粒,普通,1.1,1.0,0.26,0.3,53.0,28.0,29.0,45.0,21.0,26.7,2.0,4.4,1.5,1.8,282.0,2026-03-21 12:00:00,120.530542,22.883583,47,
臺南,臺南市,87,細懸浮微粒,普通,1.5,0.0,0.25,0.2,56.0,40.0,43.0,54.0,26.0,25.5,6.0,7.6,0.9,3.6,354.0,2026-03-21 12:00:00,120.21947897,22.98928311,46,
安南,臺南市,89,細懸浮微粒,普通,1.7,0.0,0.28,0.3,57.0,41.0,42.0,49.0,20.0,26.5,4.0,6.2,1.9,4.1,313.0,2026-03-21 12:00:00,120.2175,23.048197,45,
善化,臺南市,88,細懸浮微粒,普通,1.5,0.0,0.25,0.2,55.0,36.0,38.0,55.0,21.0,26.0,5.0,6.4,1.0,3.7,352.0,2026-03-21 12:00:00,120.29740529,23.11337642,44,
新營,臺南市,76,細懸浮微粒,普通,1.1,0.0,0.26,0.2,53.0,36.0,48.0,50.0,20.0,21.5,5.0,7.1,1.3,3.6,358.0,2026-03-21 12:00:00,120.31725,23.305633,43,
嘉義,嘉義市,96,細懸浮微粒,普通,2.2,2.0,0.32,0.3,53.0,32.0,47.0,53.0,27.0,29.0,6.0,7.3,1.2,2.6,337.0,2026-03-21 12:00:00,120.44125148,23.46477865,42,
臺西,雲林縣,57,懸浮微粒,普通,1.3,1.0,0.19,0.2,53.0,45.0,36.0,36.0,15.0,13.7,2.0,4.5,1.6,5.6,1.0,2026-03-21 12:00:00,120.19933333,23.702175,41,
朴子,嘉義縣,65,細懸浮微粒,普通,1.6,1.0,0.21,0.2,54.0,42.0,45.0,40.0,13.0,17.5,4.0,5.0,0.8,3.1,341.0,2026-03-21 12:00:00,120.2478,23.46538,40,
新港,嘉義縣,73,細懸浮微粒,普通,0.8,1.0,0.23,0.2,55.0,40.0,43.0,47.0,19.0,20.5,3.0,4.3,0.9,4.0,272.0,2026-03-21 12:00:00,120.345531,23.554839,39,
崙背,雲林縣,69,細懸浮微粒,普通,1.5,1.0,0.22,0.2,54.0,41.0,43.0,41.0,16.0,19.0,2.0,2.7,0.0,3.3,295.0,2026-03-21 12:00:00,120.348742,23.757547,38,
斗六,雲林縣,85,細懸浮微粒,普通,2.0,1.0,0.32,0.3,59.0,36.0,42.0,49.0,28.0,24.8,8.0,9.7,1.5,2.6,318.0,2026-03-21 12:00:00,120.544994,23.711853,37,
南投,南投縣,87,細懸浮微粒,普通,0.7,0.0,0.31,0.3,50.0,29.0,36.0,46.0,23.0,25.5,12.0,14.6,2.4,2.9,29.0,2026-03-21 12:00:00,120.685306,23.913,36,
二林,彰化縣,65,懸浮微粒,普通,1.6,1.0,0.25,0.3,57.0,43.0,51.0,44.0,13.0,15.5,3.0,4.7,0.9,4.5,22.0,2026-03-21 12:00:00,120.409653,23.925175,35,
線西,彰化縣,60,細懸浮微粒,普通,3.7,1.0,0.38,0.3,48.0,41.0,36.0,32.0,20.0,15.9,10.0,14.0,3.1,6.0,29.0,2026-03-21 12:00:00,120.469061,24.131672,34,
彰化,彰化縣,56,細懸浮微粒,普通,0.7,0.0,0.31,0.2,52.0,39.0,34.0,29.0,16.0,14.5,9.0,11.4,1.9,4.0,3.0,2026-03-21 12:00:00,120.541519,24.066,33,
西屯,臺中市,48,,良好,1.5,1.0,0.25,0.2,43.0,33.0,31.0,29.0,10.0,12.0,9.0,10.9,1.3,3.4,15.0,2026-03-21 12:00:00,120.616917,24.162197,32,
忠明,臺中市,59,細懸浮微粒,普通,1.4,1.0,0.28,0.3,47.0,32.0,29.0,28.0,13.0,15.6,7.0,9.6,2.5,2.7,331.0,2026-03-21 12:00:00,120.641092,24.151958,31,
大里,臺中市,63,細懸浮微粒,普通,0.7,1.0,0.31,0.3,50.0,29.0,24.0,33.0,14.0,17.0,6.0,7.5,1.3,2.8,327.0,2026-03-21 12:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,74,細懸浮微粒,普通,1.7,1.0,0.29,0.2,46.0,41.0,52.0,34.0,25.0,20.9,8.0,10.3,1.6,5.1,327.0,2026-03-21 12:00:00,120.568794,24.225628,29,
豐原,臺中市,62,細懸浮微粒,普通,1.8,1.0,0.27,0.3,43.0,28.0,17.0,22.0,13.0,16.7,8.0,10.7,2.6,4.0,329.0,2026-03-21 12:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,39,,良好,0.3,0.0,0.23,0.2,36.0,32.0,11.0,11.0,11.0,9.6,2.0,4.3,1.4,4.3,14.0,2026-03-21 12:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,42,,良好,1.3,1.0,0.25,0.2,40.0,38.0,20.0,19.0,9.0,10.5,9.0,11.9,2.3,3.4,12.0,2026-03-21 12:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,55,細懸浮微粒,普通,1.1,0.0,0.28,0.2,39.0,37.0,30.0,29.0,19.0,14.0,11.0,13.7,2.7,2.6,1.0,2026-03-21 12:00:00,120.89869286,24.69690679,25,
新竹,新竹市,45,,良好,1.3,1.0,0.27,0.2,42.0,41.0,35.0,27.0,12.0,11.0,11.0,13.5,1.6,2.5,35.0,2026-03-21 12:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,36,,良好,1.0,0.0,0.23,0.2,43.0,39.0,9.0,13.0,5.0,7.9,5.0,6.8,0.8,1.8,45.0,2026-03-21 12:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,48,,良好,0.6,0.0,0.2,0.2,45.0,44.0,37.0,27.0,15.0,11.8,7.0,7.6,0.5,4.0,27.0,2026-03-21 12:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,40,,良好,0.7,1.0,0.3,0.2,40.0,41.0,21.0,16.0,9.0,9.9,11.0,14.0,2.2,2.5,1.0,2026-03-21 12:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,46,,良好,0.9,1.0,0.27,0.2,38.0,37.0,31.0,25.0,12.0,11.4,11.0,14.6,2.9,1.8,46.0,2026-03-21 12:00:00,121.203986,24.952786,20,
觀音,桃園市,44,,良好,1.1,0.0,0.16,0.1,49.0,47.0,34.0,24.0,10.0,9.3,4.0,6.2,1.3,6.0,54.0,2026-03-21 12:00:00,121.08283092,25.03556747,19,
大園,桃園市,43,,良好,1.0,0.0,0.18,0.2,47.0,43.0,37.0,26.0,9.0,8.8,6.0,7.9,1.4,6.2,28.0,2026-03-21 12:00:00,121.20251473,25.06100357,18,
桃園,桃園市,38,,良好,1.0,0.0,0.29,0.2,36.0,41.0,25.0,18.0,16.0,8.9,14.0,16.6,2.5,2.3,346.0,2026-03-21 12:00:00,121.30500531,24.9947107,17,
大同,臺北市,56,二氧化氮,普通,1.1,0.0,0.77,0.5,24.0,28.0,8.0,12.0,4.0,7.5,30.0,52.6,22.5,,,2026-03-21 12:00:00,121.51342074,25.06331455,16,
松山,臺北市,38,,良好,1.7,1.0,0.23,0.2,34.0,37.0,15.0,19.0,10.0,9.4,16.0,21.4,4.6,1.7,52.0,2026-03-21 12:00:00,121.578611,25.05,15,
古亭,臺北市,41,,良好,1.1,1.0,0.21,0.2,45.0,44.0,14.0,15.0,7.0,7.5,7.0,8.8,1.7,1.5,142.0,2026-03-21 12:00:00,121.529556,25.020608,14,
萬華,臺北市,37,,良好,1.1,1.0,0.28,0.2,39.0,40.0,11.0,12.0,7.0,8.4,12.0,16.2,3.2,1.9,105.0,2026-03-21 12:00:00,121.507972,25.046503,13,
中山,臺北市,38,,良好,0.3,0.0,0.3,0.3,40.0,41.0,18.0,18.0,8.0,9.0,11.0,14.8,3.1,2.9,119.0,2026-03-21 12:00:00,121.526528,25.062361,12,
士林,臺北市,-1,,,,0.0,,0.2,,,,,,,,,,2.6,346.0,2026-03-21 12:00:00,121.51666356,25.10334003,11,
淡水,新北市,39,,良好,0.6,1.0,0.2,0.2,43.0,42.0,10.0,12.0,9.0,7.6,4.0,5.8,1.0,2.7,20.0,2026-03-21 12:00:00,121.449239,25.1645,10,
林口,新北市,36,,良好,1.1,1.0,0.19,0.2,40.0,39.0,21.0,16.0,5.0,7.4,7.0,8.5,1.1,2.2,31.0,2026-03-21 12:00:00,121.36548982,25.07798949,9,
菜寮,新北市,39,,良好,0.3,0.0,0.29,0.2,44.0,42.0,7.0,12.0,5.0,7.5,10.0,12.8,2.5,2.8,103.0,2026-03-21 12:00:00,121.481028,25.06895,8,
新莊,新北市,42,,良好,0.3,0.0,0.23,0.2,48.0,45.0,14.0,21.0,6.0,7.7,7.0,9.3,1.5,3.6,89.0,2026-03-21 12:00:00,121.4325,25.037972,7,
板橋,新北市,43,,良好,0.8,1.0,0.27,0.2,45.0,42.0,9.0,14.0,11.0,10.7,9.0,11.9,2.2,1.5,105.0,2026-03-21 12:00:00,121.458667,25.012972,6,
土城,新北市,41,,良好,1.3,0.0,0.25,0.2,47.0,44.0,10.0,15.0,8.0,7.1,7.0,10.3,2.4,2.0,297.0,2026-03-21 12:00:00,121.451861,24.982528,5,
新店,新北市,40,,良好,1.3,1.0,0.27,0.2,42.0,43.0,20.0,15.0,7.0,7.4,10.0,11.8,1.5,1.9,73.0,2026-03-21 12:00:00,121.537778,24.977222,4,
汐止,新北市,40,,良好,0.8,0.0,0.24,0.2,39.0,39.0,9.0,15.0,10.0,9.9,11.0,13.0,1.3,2.7,76.0,2026-03-21 12:00:00,121.64081,25.06624,2,
基隆,基隆市,42,,良好,0.7,0.0,0.21,0.2,39.0,43.0,15.0,17.0,11.0,10.5,12.0,13.6,1.4,0.3,75.0,2026-03-21 12:00:00,121.760056,25.129167,1,
士林,臺北市,43,,良好,,0.0,,0.2,,46.0,,,,,,,,,,2026-03-21 11:00:00,121.51666356,25.10334003,11,
屏東（枋山）,屏東縣,58,細懸浮微粒,普通,1.0,0.0,0.24,0.2,52.0,41.0,38.0,27.0,20.0,15.2,2.0,2.0,0.0,2.5,296.0,2026-03-21 11:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,44,,良好,0.3,0.0,0.29,0.2,46.0,45.0,9.0,12.0,10.0,10.8,10.0,14.0,3.3,1.4,136.0,2026-03-21 11:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,104,細懸浮微粒,對敏感族群不健康,1.3,1.0,0.41,0.4,58.0,36.0,74.0,73.0,34.0,31.9,6.0,8.4,1.6,2.0,323.0,2026-03-21 11:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,72,細懸浮微粒,普通,1.4,0.0,0.27,0.2,43.0,40.0,35.0,29.0,24.0,20.2,5.0,6.6,1.2,0.8,279.0,2026-03-21 11:00:00,120.7944772,23.71867609,203,
林森,臺南市,93,細懸浮微粒,普通,2.5,0.0,0.5,0.4,48.0,36.0,58.0,61.0,29.0,27.8,12.0,16.1,3.8,2.2,56.0,2026-03-21 11:00:00,120.22216042,22.98522502,140,
員林,彰化縣,78,細懸浮微粒,普通,1.2,1.0,0.3,0.3,54.0,37.0,31.0,33.0,23.0,22.3,6.0,7.9,1.9,2.7,301.0,2026-03-21 11:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,66,細懸浮微粒,普通,0.1,0.0,0.5,0.4,42.0,31.0,23.0,27.0,14.0,18.0,11.0,20.1,8.1,1.4,318.0,2026-03-21 11:00:00,120.6567111,24.1589,88,
大城,彰化縣,62,細懸浮微粒,普通,,1.0,,0.2,54.0,45.0,45.0,38.0,14.0,16.5,,,,6.7,89.0,2026-03-21 11:00:00,120.26964167,23.85493056,85,
富貴角,新北市,51,臭氧八小時,普通,0.3,0.0,0.13,0.1,56.0,55.0,33.0,31.0,12.0,11.5,1.0,1.4,0.0,7.4,50.0,2026-03-21 11:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,55,細懸浮微粒,普通,0.8,0.0,0.21,0.2,51.0,42.0,42.0,35.0,12.0,13.9,1.0,4.8,3.0,5.9,349.0,2026-03-21 11:00:00,120.251825,23.753506,83,
關山,臺東縣,53,細懸浮微粒,普通,0.6,0.0,0.23,0.2,39.0,21.0,11.0,16.0,11.0,13.3,2.0,3.9,1.4,1.8,43.0,2026-03-21 11:00:00,121.161933,23.045083,80,
馬公,澎湖縣,63,細懸浮微粒,普通,0.5,0.0,0.19,0.1,53.0,53.0,29.0,34.0,17.0,16.8,2.0,3.6,1.2,4.3,20.0,2026-03-21 11:00:00,119.566158,23.569031,78,
金門,金門縣,72,細懸浮微粒,普通,1.6,1.0,0.36,0.3,54.0,53.0,31.0,31.0,20.0,20.2,11.0,12.4,1.3,2.1,91.0,2026-03-21 11:00:00,118.312256,24.432133,77,
馬祖,連江縣,65,細懸浮微粒,普通,0.7,0.0,0.22,0.2,49.0,53.0,31.0,25.0,16.0,17.5,8.0,9.7,1.6,2.6,327.0,2026-03-21 11:00:00,119.952724,26.153736,75,
埔里,南投縣,84,細懸浮微粒,普通,1.0,1.0,0.24,0.3,43.0,23.0,25.0,40.0,17.0,24.6,3.0,4.5,1.1,1.4,326.0,2026-03-21 11:00:00,120.967903,23.968842,72,
復興,高雄市,115,細懸浮微粒,對敏感族群不健康,1.3,0.0,0.53,0.5,47.0,32.0,67.0,68.0,35.0,36.3,18.0,22.3,3.6,1.2,81.0,2026-03-21 11:00:00,120.312017,22.608711,71,
永和,新北市,45,,良好,0.7,1.0,0.35,0.2,42.0,44.0,19.0,18.0,9.0,11.2,10.0,13.4,3.3,2.1,87.0,2026-03-21 11:00:00,121.516306,25.017,70,
竹山,南投縣,98,細懸浮微粒,普通,2.2,1.0,0.36,0.3,46.0,26.0,46.0,51.0,28.0,29.6,8.0,10.8,2.2,1.9,292.0,2026-03-21 11:00:00,120.677306,23.756389,69,
中壢,桃園市,56,細懸浮微粒,普通,1.0,0.0,0.48,0.3,19.0,30.0,30.0,26.0,13.0,14.3,28.0,44.8,16.6,0.6,22.0,2026-03-21 11:00:00,121.221667,24.953278,68,
三重,新北市,55,二氧化氮,普通,1.5,2.0,0.73,0.5,24.0,26.0,12.0,22.0,9.0,11.6,29.0,55.3,26.0,,,2026-03-21 11:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,41,,良好,1.1,0.0,0.23,0.2,50.0,41.0,13.0,15.0,10.0,10.2,3.0,4.9,1.0,1.5,300.0,2026-03-21 11:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,27,,良好,0.9,0.0,0.23,0.2,41.0,27.0,9.0,12.0,5.0,6.8,4.0,5.1,0.4,1.1,271.0,2026-03-21 11:00:00,121.746394,24.747917,65,
陽明,臺北市,44,,良好,1.2,1.0,0.18,0.2,50.0,48.0,7.0,5.0,0.0,1.2,1.0,2.0,0.9,4.9,80.0,2026-03-21 11:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,38,,良好,1.8,1.0,0.34,0.2,48.0,27.0,14.0,16.0,7.0,9.5,4.0,6.0,1.3,3.1,105.0,2026-03-21 11:00:00,121.599769,23.971306,63,
臺東,臺東縣,46,,良好,0.7,1.0,0.24,0.2,51.0,35.0,28.0,21.0,8.0,11.5,3.0,4.9,1.6,3.0,65.0,2026-03-21 11:00:00,121.15045,22.755358,62,
恆春,屏東縣,39,,良好,1.2,0.0,0.21,0.2,50.0,42.0,14.0,13.0,7.0,8.0,0.0,1.1,0.5,4.5,13.0,2026-03-21 11:00:00,120.788928,21.958069,61,
潮州,屏東縣,99,細懸浮微粒,普通,0.6,1.0,0.28,0.3,55.0,29.0,56.0,60.0,28.0,30.0,4.0,4.8,0.7,2.5,259.0,2026-03-21 11:00:00,120.561175,22.523108,60,
屏東,屏東縣,106,細懸浮微粒,對敏感族群不健康,1.1,0.0,0.32,0.3,53.0,33.0,49.0,64.0,20.0,32.6,6.0,8.1,1.4,1.1,320.0,2026-03-21 11:00:00,120.488033,22.673081,59,
小港,高雄市,122,細懸浮微粒,對敏感族群不健康,4.0,1.0,0.47,0.4,35.0,27.0,82.0,73.0,43.0,39.0,29.0,37.6,8.1,2.6,259.0,2026-03-21 11:00:00,120.337736,22.565833,58,
前鎮,高雄市,106,細懸浮微粒,對敏感族群不健康,2.0,1.0,0.46,0.4,49.0,33.0,56.0,62.0,32.0,32.7,15.0,19.9,4.0,1.5,336.0,2026-03-21 11:00:00,120.30833356,22.6044507,57,
前金,高雄市,113,細懸浮微粒,對敏感族群不健康,1.4,1.0,0.47,0.4,44.0,32.0,69.0,74.0,40.0,35.3,17.0,20.2,3.1,2.7,341.0,2026-03-21 11:00:00,120.28676111,22.63390278,56,
左營,高雄市,116,細懸浮微粒,對敏感族群不健康,1.7,1.0,0.51,0.5,46.0,30.0,67.0,69.0,40.0,36.6,12.0,15.6,3.0,3.3,300.0,2026-03-21 11:00:00,120.292917,22.674861,54,
楠梓,高雄市,109,細懸浮微粒,對敏感族群不健康,1.2,1.0,0.31,0.3,45.0,30.0,59.0,69.0,32.0,33.8,9.0,11.9,2.5,2.8,299.0,2026-03-21 11:00:00,120.328289,22.733667,53,
林園,高雄市,113,細懸浮微粒,對敏感族群不健康,3.8,1.0,0.51,0.4,50.0,32.0,68.0,70.0,41.0,35.3,13.0,15.5,2.0,2.2,238.0,2026-03-21 11:00:00,120.41175,22.4795,52,
大寮,高雄市,120,細懸浮微粒,對敏感族群不健康,4.2,1.0,0.33,0.4,53.0,29.0,75.0,73.0,35.0,38.3,9.0,10.8,1.4,1.7,143.0,2026-03-21 11:00:00,120.425311,22.56413611,51,
鳳山,高雄市,111,細懸浮微粒,對敏感族群不健康,2.3,1.0,0.45,0.4,49.0,30.0,60.0,64.0,35.0,34.5,15.0,18.5,2.8,0.9,129.0,2026-03-21 11:00:00,120.357422,22.628126,50,
仁武,高雄市,128,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.36,0.4,44.0,27.0,66.0,70.0,43.0,41.5,20.0,22.3,1.5,2.0,324.0,2026-03-21 11:00:00,120.332631,22.689056,49,
橋頭,高雄市,115,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.37,0.3,42.0,28.0,64.0,66.0,38.0,36.1,11.0,14.3,2.9,2.3,13.0,2026-03-21 11:00:00,120.305689,22.757506,48,
美濃,高雄市,94,細懸浮微粒,普通,0.9,1.0,0.3,0.3,46.0,25.0,40.0,50.0,24.0,28.2,3.0,5.2,1.7,1.7,155.0,2026-03-21 11:00:00,120.530542,22.883583,47,
臺南,臺南市,84,細懸浮微粒,普通,1.9,0.0,0.31,0.2,50.0,38.0,52.0,57.0,27.0,24.6,9.0,11.1,1.4,3.8,355.0,2026-03-21 11:00:00,120.21947897,22.98928311,46,
安南,臺南市,91,細懸浮微粒,普通,2.1,0.0,0.33,0.3,53.0,39.0,49.0,51.0,29.0,27.2,7.0,9.6,2.2,3.1,314.0,2026-03-21 11:00:00,120.2175,23.048197,45,
善化,臺南市,90,細懸浮微粒,普通,1.8,0.0,0.32,0.2,45.0,34.0,53.0,58.0,31.0,26.8,7.0,8.3,1.3,3.7,10.0,2026-03-21 11:00:00,120.29740529,23.11337642,44,
新營,臺南市,75,細懸浮微粒,普通,1.3,0.0,0.28,0.2,45.0,34.0,45.0,50.0,26.0,21.4,6.0,8.0,1.4,2.9,355.0,2026-03-21 11:00:00,120.31725,23.305633,43,
嘉義,嘉義市,96,細懸浮微粒,普通,3.0,2.0,0.4,0.3,41.0,30.0,54.0,56.0,31.0,29.1,8.0,10.5,2.0,3.1,3.0,2026-03-21 11:00:00,120.44125148,23.46477865,42,
臺西,雲林縣,57,懸浮微粒,普通,1.0,1.0,0.21,0.2,53.0,44.0,31.0,36.0,10.0,13.5,2.0,3.6,1.2,6.5,15.0,2026-03-21 11:00:00,120.19933333,23.702175,41,
朴子,嘉義縣,68,細懸浮微粒,普通,1.4,1.0,0.23,0.2,53.0,40.0,28.0,39.0,16.0,18.8,4.0,5.5,0.7,2.5,338.0,2026-03-21 11:00:00,120.2478,23.46538,40,
新港,嘉義縣,73,細懸浮微粒,普通,0.9,1.0,0.26,0.2,51.0,39.0,62.0,46.0,24.0,20.7,,,,3.4,316.0,2026-03-21 11:00:00,120.345531,23.554839,39,
崙背,雲林縣,72,細懸浮微粒,普通,1.5,1.0,0.23,0.2,51.0,40.0,35.0,42.0,17.0,20.2,3.0,3.0,0.0,2.3,305.0,2026-03-21 11:00:00,120.348742,23.757547,38,
斗六,雲林縣,85,細懸浮微粒,普通,2.9,1.0,0.41,0.3,44.0,34.0,46.0,50.0,25.0,25.0,10.0,13.5,2.8,2.3,350.0,2026-03-21 11:00:00,120.544994,23.711853,37,
南投,南投縣,90,細懸浮微粒,普通,0.7,0.0,0.34,0.3,38.0,27.0,39.0,49.0,23.0,26.7,13.0,17.0,3.8,2.7,27.0,2026-03-21 11:00:00,120.685306,23.913,36,
二林,彰化縣,67,懸浮微粒,普通,1.9,1.0,0.31,0.3,51.0,42.0,49.0,45.0,17.0,17.0,4.0,6.1,1.1,3.7,17.0,2026-03-21 11:00:00,120.409653,23.925175,35,
線西,彰化縣,58,細懸浮微粒,普通,4.8,1.0,0.5,0.3,44.0,42.0,36.0,32.0,18.0,15.0,11.0,15.1,3.6,4.9,15.0,2026-03-21 11:00:00,120.469061,24.131672,34,
彰化,彰化縣,56,細懸浮微粒,普通,0.3,0.0,0.28,0.2,50.0,38.0,25.0,28.0,14.0,14.4,8.0,10.0,1.9,3.4,1.0,2026-03-21 11:00:00,120.541519,24.066,33,
西屯,臺中市,52,細懸浮微粒,普通,1.4,1.0,0.25,0.2,43.0,33.0,29.0,29.0,14.0,13.0,9.0,11.4,1.5,2.9,26.0,2026-03-21 11:00:00,120.616917,24.162197,32,
忠明,臺中市,62,細懸浮微粒,普通,1.5,1.0,0.27,0.3,44.0,31.0,25.0,28.0,17.0,16.5,7.0,10.5,2.7,3.0,346.0,2026-03-21 11:00:00,120.641092,24.151958,31,
大里,臺中市,67,細懸浮微粒,普通,0.7,1.0,0.31,0.3,41.0,26.0,28.0,37.0,13.0,18.2,7.0,9.4,2.2,2.1,324.0,2026-03-21 11:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,68,細懸浮微粒,普通,2.0,1.0,0.29,0.2,45.0,41.0,31.0,30.0,22.0,18.6,7.0,9.5,1.6,4.3,353.0,2026-03-21 11:00:00,120.568794,24.225628,29,
豐原,臺中市,67,細懸浮微粒,普通,2.5,1.0,0.29,0.3,36.0,27.0,18.0,24.0,17.0,18.2,12.0,16.9,4.8,2.0,340.0,2026-03-21 11:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,38,,良好,0.4,0.0,0.24,0.2,34.0,33.0,10.0,13.0,12.0,9.5,4.0,6.6,1.8,3.8,21.0,2026-03-21 11:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,46,,良好,1.3,1.0,0.26,0.2,37.0,39.0,16.0,20.0,12.0,11.5,10.0,12.3,2.2,2.4,24.0,2026-03-21 11:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,53,細懸浮微粒,普通,0.8,0.0,0.28,0.2,38.0,38.0,37.0,30.0,16.0,13.1,12.0,14.6,2.6,2.5,358.0,2026-03-21 11:00:00,120.89869286,24.69690679,25,
新竹,新竹市,43,,良好,,1.0,,0.2,,42.0,24.0,25.0,11.0,10.7,,,,1.9,35.0,2026-03-21 11:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,36,,良好,,0.0,,0.2,,39.0,9.0,14.0,5.0,8.6,,,,2.6,357.0,2026-03-21 11:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,46,,良好,0.5,0.0,0.22,0.2,41.0,44.0,23.0,25.0,9.0,11.3,9.0,10.5,0.6,3.3,32.0,2026-03-21 11:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,40,,良好,0.5,1.0,0.25,0.2,43.0,42.0,17.0,16.0,11.0,10.0,9.0,10.9,1.8,3.9,44.0,2026-03-21 11:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,44,,良好,0.9,1.0,0.29,0.2,33.0,38.0,25.0,24.0,12.0,10.9,16.0,20.8,4.0,1.7,40.0,2026-03-21 11:00:00,121.203986,24.952786,20,
